category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id,error_log
Peripherals & Input,sd_card,Mainstream,New,True,Current-Gen,SanDisk,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flash,,gpt-4o-mini,SanDisk 64GB X2 (128GB) MicroSDXC Ultra Uhs-1 Memory Card,1051.0,
Displays & Mounting,monitor,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,QHD_1440p,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LS34A654UBNXGO,,,,,,,,,USB-C,,,,,,,,,,,gpt-4o-mini,"SAMSUNG Viewfinity S65UA Series 34-Inch Ultrawide QHD Curved Monitor, 100Hz, USB-C, HDR10 (1 Billion Colors), Height Adjustable Stand, TUV-certified Intelligent Eye Care (LS34A654UBNXGO),Black",1052.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Canon,0.95,Inkjet,True,False,A4,,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Canon PGI-35/CLI-36 2 Genuine Black and Color Value Pack Compatible to iP100, iP110, TR150 and TR160 Printers",1053.0,
Displays & Mounting,tv,Mainstream,New,False,Current-Gen,Westinghouse,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,FHD_1080p,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Westinghouse Roku TV - 24 Inch Smart TV, HD Television with Wi-Fi Connectivity and Mobile App, LED Flat Screen Compatible with Apple HomeKit, Alexa and Google Assistant",1054.0,
PC Components (Core),cpu,Mainstream,New,True,Current-Gen,Intel,0.95,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i7-12700K,,,,,Gen4,,,600 Series,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Intel Core i7-12700K Gaming Desktop Processor with Integrated Graphics and 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA1700 600 Series Chipset 125W,1055.0,
PC Components (Core),gpu,Mainstream,New,True,Current-Gen,ASUS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTX 3050,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ASUS Dual NVIDIA GeForce RTX 3050 6GB OC Edition Gaming Graphics Card - PCIe 4.0, 6GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, 2-Slot Design, Axial-tech Fan Design, 0dB Technology, Steel Bracket",1056.0,
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Anker,0.95,,,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Soundcore by Anker Space Q45 Adaptive Active Noise Cancelling Headphones, Reduce Noise by Up to 98%, 50H Playtime, App Control, LDAC Hi-Res Wireless Audio, Comfortable Fit, Clear Calls, Bluetooth 5.3",1057.0,
Peripherals & Input,keyboard,Mainstream,New,True,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,over-ear,,,,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,,,,,True,,,,gpt-4o-mini,"Logitech MX Mechanical Wireless Illuminated Performance Keyboard, Tactile Quiet Switches, Backlit Keys, Bluetooth, USB-C, macOS, Windows, Linux, iOS, Android, Metal, ‎Graphite",1058.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Canon,0.95,Inkjet,True,False,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Canon CL-241 Genuine Color Ink Cartridge, Compatible with MG2120/3120/4120, MX512/432/472/372/392/522/532/452, MG2220/3220/4220/3520/3620, TS5120",1059.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Hasbro Gaming,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Hasbro Gaming Twister Ultimate: Bigger Mat, More Colored Spots, Family, Kids Party Game Age 6+; Compatible with Alexa (Amazon Exclusive)",1060.0,
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Duracell,0.95,,,,,,36.0,,,,,,,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Duracell MN15P36 Standard Battery, AA, Alkaline, PK36 Lighting, 36 Count (Pack of 1), Black",1061.0,
Networking & Smart Home,wifi_adapter,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,M-to-F,True,,,,gpt-4o-mini,"TP-Link Nano AC600 USB WiFi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Transceiver for PC Desktop, Travel Size, Supports Windows (11,10, 8.1, 8, 7, XP/Mac OS X 10.9-10.14)",1062.0,
Displays & Mounting,monitor,Mainstream,New,True,Current-Gen,ASUS,0.95,,,,,,,,,,,,,,,,,,,,,,4K_UHD,,,True,,4K60,,,,,,,,,,,,27.0,4K_UHD,LCD,,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,PA279CRV,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ASUS ProArt Display 27” 4K HDR Professional Monitor (PA279CRV) - IPS, UHD (3840 x 2160), 99% DCI-P3/Adobe RGB, ΔE < 2, Calman Verified, USB-C PD 96W, DisplayPort, Daisy-Chain, Ergonomic, 3yr Warranty",1063.0,
Mobile Devices,tablet,Mainstream,New,True,Current-Gen,Samsung,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,Galaxy Tab S10+,WiFi,True,,,,,True,,,,,,,,,,,,,gpt-4o-mini,"Samsung Galaxy Tab S10+ Plus 12.4” 256GB Android Tablet, Galaxy AI Tools, Circle to Search, AMOLED 2X Display, Long Battery Life, Durable Design, S Pen for Note-Taking, US Version, Moonstone Gray",1064.0,
Peripherals & Input,external_drive,Mainstream,New,False,Current-Gen,WD,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120.0,,,,,,,,,,My Passport Ultra,,,,,,,,,"USB-C, USB 3.1",,,,,,,,,HDD,,gpt-4o-mini,"WD 5TB My Passport Ultra, Blue, Portable External Hard Drive, backup software with defense against ransomware, and password protection, USB-C and USB 3.1 - WDBFTM0050BBL-WESN",1065.0,
"Office, Printing & Power",surge_protector,Mainstream,New,False,Current-Gen,GE,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,gpt-4o-mini,"GE 6-Outlet Surge Protector, 10 Ft Extension Cord, Power Strip, 600 Joules, Twist-to-Close Safety Covers, Protected Indicator Light, UL Listed, Black, 37442",1066.0,
Computers & Gaming,desktop,Mainstream,Renewed/Refurbished,False,Current-Gen,Dell,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i7-9700,,,32.0,1024.0,DDR4,,,,,,,,,OptiPlex 7070,,,,,,,,,,,,,,,,,,NVMe,,gpt-4o-mini,"Dell OptiPlex 7070 SFF Desktop Computer PC, Intel 8 Core i7-9700 3.0GHz up to 4.70GHz,32GB DDR4 Ram New 1TB NVMe M.2 SSD,AX210 Built-in WiFi 6E,Windows 11 Pro, Wireless Keyboard & Mouse (Renewed)",1067.0,
Accessories,protection_case,Mainstream,New,True,Current-Gen,Microsoft,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempered_Glass,Microsoft Surface Pro,,,,,,,,gpt-4o-mini,"Microsoft Surface Pro Keyboard for Surface Pro Copilot+ (11th Edition), Pro 9 and 8 with Pen Storage, Alcantara Material, Black",1068.0,
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Brother,1.0,Inkjet,True,True,A4,20.0,1.0,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,MFC-J4535DW,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Brother MFC-J4535DW INKvestment -Tank All-in-One Color Inkjet Printer with NFC, Duplex and Wireless Printing Plus Up to 1-Year of Ink in-Box, White",1069.0,
Peripherals & Input,dock_hub,Mainstream,New,False,Current-Gen,Acer,0.9,,,,,,,,,,,,100.0,W,,,,,,,,,4K_UHD,,,,,4K60,,,,,,,,,,,,,,,,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C,,,Acer/Dell XPS/HP/Mac/Surface,,,,,,,100.0,gpt-4o-mini,"Acer USB C Docking Station Dual Monitor With 2 HDMI, 9-IN-1 Laptop Docking Station with 4K HDMI, USB A&C 3.0, SD/Micro SD, 100W PD Charging, USB C Dock Compatible with Acer/Dell XPS/HP/Mac/Surface etc",1070.0,
Peripherals & Input,dock_hub,Mainstream,New,True,Current-Gen,HP,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP USB-C Dock G5, 5TW10AA#ABB, Wired, For Notebook",1071.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Cobra,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Cobra RX680 Walkie Talkies (2-Pack) - Rugged & Splashproof Two Way Radios Long Range, IP54 Water Resistant Design, 60 Pre-Programmed Channels, Weather Alerts, Included Charging Dock (Black/Orange)",1072.0,
"Office, Printing & Power",shredder,Mainstream,New,False,Current-Gen,Amazon Basics,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Amazon Basics 12 Sheet (new model) Micro Cut Paper and Credit Card CD Shredder With 6 Gallon Bin, Black",1073.0,
"Office, Printing & Power",label_printer,Mainstream,New,False,Current-Gen,Avery,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Avery Printable Round Labels, Sure Feed Technology, Glossy White Labels, 2"" Diameter, Permanent Adhesive, Laser/Inkjet, 120 Total (22807)",1074.0,
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,POLY,0.95,,,,,,,,,,,,,,,,,,True,in-ear,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"POLY HP Voyager Legend 50 - Bluetooth Headset - Discreet Boom & 4 Noise-Canceling Mics, AI Noise Block AI & WindSmart Technology - Seamless Connectivity & Smart Call Controls - All-Day Comfort, Black",1075.0,
Accessories,adapter,Mainstream,New,False,Current-Gen,StarTech.com,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB 3.0 to HDMI,,,,,,,,,,,gpt-4o-mini,"StarTech.com USB 3.0 to Dual HDMI Adapter, USB to 2x HDMI Monitor Converter for Windows, TAA (no support for macOS/ChromeOS/Linux)",1076.0,
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,ASUS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Intel 14th,12th &13th Gen",,,,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ASUS TUF Gaming Z790-Plus WiFi LGA 1700(Intel 14th,12th &13th Gen) ATX Gaming Motherboard(PCIe 5.0,DDR5,4xM.2 Slots,16+1 DrMOS,WiFi 6,2.5Gb LAN,Front USB 3.2 Gen 2 Type-C,Thunderbolt 4(USB4),Aura RGB)",1077.0,
Accessories,cable,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.24,RJ45,False,,,,,M-to-M,False,,,,gpt-4o-mini,"Amazon Basics RJ45 Cat-6 Ethernet Patch Cable, 1Gpbs Transfer Speed, Gold-Plated Connectors, 50 Foot for PC, TV, Tablet, Router, Printer, Black",1078.0,
Audio & Media Systems,excluded,Mainstream,New,False,Current-Gen,Maxell,0.9,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Maxell UR 90 Normal Bias Blank Audio Recording Cassette Tape, Low Noise, 90 Minute Recording Time, 5 Pack",1079.0,
Accessories,excluded,Mainstream,New,False,Current-Gen,Polaroid,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Polaroid Go Color Film - Double Pack (16 Photos) (6017) - Only Compatible with Polaroid Go Camera,1080.0,
"Office, Printing & Power",shredder,Mainstream,New,False,Current-Gen,Amazon Basics,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Amazon Basics Paper Shredder for Home and Office, 8-Sheet Strip Cut, CD/ Credit Card Shredder, 3.4 Gallon Wastebasket , Black",1081.0,
Computers & Gaming,laptop,Premium,New,True,Current-Gen,ASUS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_7_BE,,,,,,,,,16.0,QHD_1440p,,240.0,,,,,,,,,,,,,,,,Intel® Core™ Ultra 9 275HX,,,32.0,1024.0,DDR5,,,,,True,,,,ROG Strix G16,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” ROG Nebula Display 16:10 2.5K 240Hz/3ms, NVIDIA® GeForce RTX™ 5070 Ti GPU, Intel® Core™ Ultra 9 275HX Processor, 32GB DDR5, 1TB SSD, Wi-Fi 7, Win11 Home",1082.0,
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Texas Instruments,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Texas Instruments TI-30X IIS 2-Line Scientific Calculator, Lime Green",1083.0,
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Skullcandy,0.95,,True,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Skullcandy Crusher ANC 2 Wireless Over-Ear Bluetooth Headphones with Multi-Sensory Bass, Active Noise Cancelling, Up to 60 Hours Battery, Microphone for iPhone Android - Black/Asphalt",1084.0,
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,Sceptre,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,FHD_1080p,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,C255B-FWT240,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Sceptre Curved 24.5-inch Gaming Monitor up to 240Hz 1080p R1500 1ms DisplayPort x2 HDMI x2 Blue Light Shift Build-in Speakers, Machine Black 2023 (C255B-FWT240)",1085.0,
Accessories,stylus,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ESR Geo Digital iPad Pencil Findmy Compatible with Apple iPad 2018-2025,with Easy Shortcuts for Apple iPad A16/10/9/8 & Air 13/11 & Pro 12.9/13/11 & Mini 7/6/5,White(No Wireless Charging)",1086.0,
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,30.0,W,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,USB-C,,,,,,M-to-F,False,,,,gpt-4o-mini,"Apple 30W USB-C Power Adapter: Fast and Convenient Charging, Type C Wall Charger",1087.0,
Accessories,cable,Mainstream,New,False,Current-Gen,SABRENT,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB 3.0,,,,,,M-to-F,,,,,gpt-4o-mini,SABRENT SATA to USB Cable - USB 3.0 to 2.5” SATA I/II/III Hard Drive Adapter - External Converter for SSD/HDD Data Transfer (EC-SSHD),1088.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,VTech,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"VTech CS6719-2 2-Handset Cordless Phone with Caller ID/Call Waiting, Handset Intercom & Backlit Display/Keypad, Silver",1089.0,
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Brother,0.95,Thermal,False,False,A4,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother QL-820NWB Professional, Ultra Flexible Monochrome Label Printer with Multiple Connectivity options",1090.0,
Networking & Smart Home,smart_alarm,Mainstream,New,False,Current-Gen,Kasa,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wired,WiFi,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,gpt-4o-mini,"Kasa Outdoor Smart Plug, Smart Home Wi-Fi Outlet with 2 Sockets, IP64 Weather Resistance, Compatible with Alexa, Google Home & IFTTT, No Hub Required, ETL Certified(EP40), Black",1091.0,
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,PYLE-PRO,0.9,,,,,,,,,,,,,,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"PYLE-PRO 50W Megaphone Speaker PA Bullhorn, Black Aux Input, Adjustable Volume, Siren, 35mm Aux Input, Ideal for Sports Events & Emergency Drills- PMP53IN",1092.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,1.0,,True,,,,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother TN433BK, TN433C, TN433M, TN433Y High Yield Black, Cyan, Magenta and Yellow Toner Cartridge Set",1093.0,
Audio & Media Systems,microphone,Mainstream,New,True,Current-Gen,RODE,0.95,,,,,,,,,,,,,,,,,,,,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"RODE Wireless PRO Compact Wireless Microphone System with Timecode, 32-bit Float On-board Recording, 2 Lavalier Microphones and Smart Charge Case for Filmmaking and Content Creation",1094.0,
Displays & Mounting,monitor,Mainstream,New,True,Current-Gen,Dell,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,4K_UHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Dell UltraSharp U4025QW 40"" Class 5K2K WUHD Curved Screen LED Monitor - 21:9",1095.0,
Mobile Devices,smartphone,Premium,Renewed/Refurbished,True,Current-Gen,Apple,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,iPhone 15 Plus,5G,,,,,,True,,,,,,,,,,,,,gpt-4o-mini,"Apple iPhone 15 Plus, 128GB, Black - Unlocked (Renewed)",1096.0,
Out of Scope,excluded,Mainstream,New,False,Legacy,Melissa & Doug,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Melissa & Doug Pizza Party Wooden Play Food Set With 54 Toppings,1097.0,
Accessories,adapter,Mainstream,New,True,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,Logitech,,,M-to-F,True,,,,gpt-4o-mini,"Logitech C-U0007 Unifying Receiver for Mouse and Keyboard Works with Any Logitech Product That Display The Unifying Logo (Orange Star, Connects up to 6 Devices) (C-U0007)",1098.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,Inkjet,False,False,A4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"EPSON 252 DURABrite Ultra Ink High Capacity Black Cartridge (T252XL120-S) Works with WorkForce WF-3620, WF-3640, WF-7110, WF-7610, WF-7620, WF-7710, WF-7720, WF-7210",1099.0,
Audio & Media Systems,microphone,Mainstream,New,True,Current-Gen,Rode,0.9,,,,,,,,,,,,,,,,,,,,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Rode PodMic Cardioid Dynamic Broadcast Microphone, Black",1100.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Avery,0.9,,,,A4,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Avery White Shipping Labels for Laser Printers with TrueBlock Technology 3 1/3 Inch x 4 Inch, Box of 600 (5164)",1101.0,
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,EPSON,0.95,,True,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"EPSON 252 DURABrite Ultra Ink High Capacity Black & Standard Color Cartridge Combo Pack (T252XL-BCS) Works with WorkForce WF-3620, WF-3640, WF-7110, WF-7610, WF-7620, WF-7710, WF-7720, WF-7210",1102.0,
"Cameras, Photography & Video",security_cam,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wired,WiFi,True,,,,,True,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,Tapo C500,,,,,,,,,,,,,,,,False,,,,gpt-4o-mini,"TP-Link Tapo 1080P Outdoor Wired Pan/Tilt Security Wi-Fi Camera, 360° View, Motion Tracking, Works with Alexa & Google Home, Night Vision, Free AI Detection, Cloud & SD Card Storage, Tapo C500",1103.0,
Networking & Smart Home,wifi_adapter,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"TP-Link AV1000 Powerline Ethernet Adapter KIT - Gigabit Port, Plug Pair &Play, Ethernet Over Power, Nano Size, Power Saving Mode, Network Adapter, Free Expert Help (TL-PA7017 KIT)",1104.0,
Accessories,protection_case,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ESR Camera Lens Protector for iPhone 16 Pro Max/16 Pro/15 Pro Max/15 Pro/14 Pro Max/14 Pro, Ultra-tough HD Individual Lens Protectors, Scratch Resistant, Ultra-thin Tempered Glass, 1 Pack, Black",1105.0,
