category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id,error_log
Mobile Devices,smartwatch,Mainstream,New,True,Current-Gen,OnePlus,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"OnePlus Watch 2R, 32GB, Sleep Monitor, Heart Rate Tracking, Smartwatch with Fitness Insights,100-Hour Battery, 1.43'', Bluetooth WiFi, Gunmetal Gray",816.0,
Accessories,cable,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,USB-C to USB-A 2.0,,,,,,M-to-M,,,,,gpt-4o-mini,"Amazon Basics 2-Pack USB-C to USB-A 2.0 Fast Charger Cable, 480Mbps Speed, USB-IF Certified, for Apple iPhone 16/15, iPad, Samsung Galaxy, Tablets, Laptops, 1.8 m, Black",817.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,1.0,,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother Genuine High Yield Toner Cartridge, TN810XLBK, Replacement Black Toner, Page Yield Up to 12,000 Pages",818.0,
Accessories,protection_case,Mainstream,New,True,Current-Gen,kate spade new york,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,kate spade new york Morgan Magnetic Phone Wallet/Card Holder - Compatible with MagSafe Phones and Cases - Cream,819.0,
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,iPhone 13 Pro,,,,,,,,gpt-4o-mini,"OtterBox iPhone 13 Pro (ONLY) Defender Series Case - Fort Blue, Rugged & Durable, with Port Protection, Includes Holster Clip Kickstand",820.0,
Peripherals & Input,sd_card,Mainstream,New,False,Current-Gen,SanDisk,0.95,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,SDHC,,,,,,,,,Flash,,gpt-4o-mini,"SanDisk 32GB 2-Pack Outdoors FHD SDHC UHS-I Memory Card (2x32GB)- Up to 100MB/s, C10, Trail Camera SD Card - SDSDUNR-032G-GN6V2",821.0,
Accessories,excluded,Mainstream,New,False,Current-Gen,Cardo,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Cardo Packtalk Neo JBL Second Helmet Kit,Black",822.0,
Accessories,adapter,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C to USB-A,,,"Apple, Samsung",,,F-to-F,,,,,gpt-4o-mini,"UGREEN USB C to USB Adapter 3 Pack, USBC Female to A Male Adapter Type C Charge Converter Compatible for iPhone 16 Pro Max,15 14 13 12 Plus,Apple Watch,Airpods,iPad Air Mini,Samsung Galaxy S25",823.0,
Peripherals & Input,mouse,Mainstream,New,False,Current-Gen,Lenovo,0.95,,,,,,,,,,,,,,,,,,,,,,,Optical,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Lenovo Legion M410 Wireless RGB Gaming Mouse – 6 Button Palm Grip Mouse with 16,000 DPI, 53 Hour Rechargeable Battery, 2-Zone RGB Lighting, NVIDIA Reflex Compatible",824.0,
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,"iPhone 15 Plus, iPhone 14 Plus",,,,,,,,gpt-4o-mini,"OtterBox iPhone 15 Plus and iPhone 14 Plus Symmetry Series Clear Case - (Clear), Snaps to MagSafe, Ultra-Sleek, Raised Edges Protect Camera & Screen",825.0,
"Cameras, Photography & Video",lens,Mainstream,New,True,Current-Gen,Nikon,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Nikon 55-200mm f/4-5.6G ED IF AF-S DX VR [Vibration Reduction] Nikkor Zoom Lens Bulk packaging (White box, New)",826.0,
Accessories,mount_small,Mainstream,New,True,Current-Gen,GoPro,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desk_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,GoPro Bite Mount | ABITM-001 [Official GoPro Products],827.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Avery,0.9,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Avery Printable Address Labels with Sure Feed, 1"" x 2-5/8"", Neon Green, 750 Blank Mailing Labels (5971)",828.0,
Peripherals & Input,mouse,Mainstream,New,True,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,,,25600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Logitech G303 Shroud Edition Wireless Gaming Mouse - LIGHTSPEED- HERO 25K - 25,600 DPI - 75 grams - 5-buttons – PC - Black",829.0,
Audio & Media Systems,subwoofer,Mainstream,New,False,Current-Gen,Pioneer,0.95,,,,,,,,,,,,,,1.0,1600.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"PIONEER TS-A301D4 - Powerful 12-inch Subwoofer, 1600 Watts Peak Power, Dual 4 Ohm Voice Coil for Powerful Bass",830.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,KICKER,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"KICKER KM65 6.5-Inch (165mm) Marine Coaxial Speakers with 3/4-Inch Tweeters, LED, 4-Ohm, Charcoal and White Grilles",831.0,
Accessories,cable,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8288,Speaker Cable,False,Metal,,False,,M-to-M,False,,,,gpt-4o-mini,"Amazon Basics Banana Plug 16AWG Speaker Cable Wire, CL2 Rated with Gold-Plated Banana-Tip Plugs (4mm), 99.9% Oxygen-Free Stranded Copper Wire, 6 foot, Black",832.0,
PC Components (Core),ssd_internal,Mainstream,New,False,Current-Gen,Predator,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,7400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.0,,,,,,,,,,,,,,,,,,,M.2 2280 PCIe Gen 4 x4 NVMe 2.0,,,,,,,,,NVMe,,gpt-4o-mini,"Predator GM7 4TB SSD: M.2 2280 PCIe Gen 4 x4 NVMe 2.0, Read Speed Up to 7400 MB/s, Internal PC Solid State Drive for Laptop, Desktop and PS5 - BL.9BWWR.120",833.0,
Networking & Smart Home,network_adapter,Mainstream,New,True,Current-Gen,ASUS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCI-E x4,,,,,,,,,,,gpt-4o-mini,ASUS XG-C100C 10G Network Adapter PCI-E x4 Card with Single RJ-45 Port and Built-in QoS for use with Windows 10/8.1/8/7 and Linux Kernel 4.4/4.2/3.6/3.2 (XG-C100C),834.0,
Computers & Gaming,nas,Mainstream,New,False,Current-Gen,Synology,0.9,,,,,,,,,,True,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,RS1221+,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Synology 8 Bay RackStation RS1221+ (Diskless),835.0,
Peripherals & Input,keyboard,Mainstream,Renewed/Refurbished,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Apple Magic Keyboard with Touch ID Mac Models with Apple Silicon, (QWERTY English) Blue (Renewed)",836.0,
PC Components (Core),psu,Mainstream,New,True,Current-Gen,ASUS,0.95,,,,,,,,,,,,1200.0,W,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,80_Plus_Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ASUS TUF Gaming 1200W Gold (1200 Watt, ATX 3.0 Compatible Fully Modular Power Supply, 80+ Gold Certified, Military-Grade Components, Dual Ball Bearing, Axial-tech Fan, PCB Coating, 10 Year Warranty)",837.0,
Peripherals & Input,external_drive,Mainstream,New,False,Current-Gen,Kingston,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,USB-C,,,,,,M-to-M,,,Flash,,gpt-4o-mini,"Kingston DataTraveler Max 256GB USB-C Flash Drive with USB 3.2 Gen 2 Performance, Black",838.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Godox,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Godox XPro-S Compatible for Sony TTL Wireless Flash Transmitter Trigger 1/8000s HSS TTL-Convert-Manual Function Large LCD Screen Slanted Design 11 Customizable Functions 5 Dedicated Group Buttons,839.0,
Mobile Devices,excluded,Mainstream,New,False,Current-Gen,Panasonic,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Panasonic 2-Line Corded/Cordless Phone System with 1 Handset - Answering Machine, Link2Cell, 3-Way Conference, Call Block, Long Range DECT 6.0, Bluetooth - KX-TG9581B (Black)",840.0,
"Office, Printing & Power",cd,Mainstream,New,False,Current-Gen,Maxell,0.9,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Maxell Dvd-Rw Rewritable Disc, 4.7 Gb, 2x, Spindle, Gold, 15/pack",841.0,
Out of Scope,excluded,Mainstream,New,False,Legacy,Humminbird,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Humminbird LakeMaster Premium Southeast States V1 Map SD Card for Fish Finders,842.0,
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,Aputure,0.9,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Aputure Amaran T2C RGBWW LED Tube Light 2500K to 7500K,Support APP and DMX Control (T2C 20W 23.6inch/60CM)",843.0,
Accessories,adapter,Mainstream,New,True,Current-Gen,Sennheiser,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/4"" to 1/8""",,,,,,F-to-F,,,,,gpt-4o-mini,"Sennheiser Genuine Adapter Cable Female 1/4"" 6.3mm to Male 1/8"" 3.5mm Plug for Headphones",844.0,
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,acer,0.95,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,MediaTek Kompanio 500 MT8183C,,,4.0,64.0,,,,,,,,,,Chromebook Spin 311,,,,,,,True,,,,,,,,,,,,,gpt-4o-mini,"acer - Chromebook Spin 311| 11.6"" 2-in-1 Touch Screen Laptop|MediaTek Kompanio 500 MT8183C|4GB LPDDR4X|64GB eMMC (Pure Silver) (CP311-3H-K5WQ)",845.0,
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,0.95,,True,,,,5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Canon PGI-270XL/CLI-271 5 Color Value Pack,846.0,
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,EPOS,0.95,,,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"EPOS Impact 1061 ANC High-Performance Bluetooth Headset for PC - Double-Sided, Advanced Noise Cancellation, AI, Super Wideband Audio, Intuitive Controls, for Professionals in Loud Workspaces",847.0,
Mobile Devices,fitness_band,Mainstream,New,False,Current-Gen,Xiaomi,0.95,,,,,,,,,,,,233.0,mAh,,,,,,,,,,,,True,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart Band 9,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Xiaomi Smart Band 9 Global Version (2024) 1.62"" Amoled Display | 233 mAh Battery | up to 21 Days of Battery Life | Over 150 Workout Modes | BT 5.4 | 50M Water Resistant - Mystic Rose",848.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Humminbird,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Humminbird 710198-1 XNT 9 20 T - Transom Single/DualBeam Transducer,849.0,
PC Components (Core),ram,Mainstream,New,False,Current-Gen,OWC,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR4,,,32.0,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,OWC 32GB DDR4 3200MHz PC4-25600 CL22 2RX8 Non-ECC SODIMM 1.2V 260-pin Laptop Notebook Memory RAM Upgrade Module,850.0,
Peripherals & Input,mousepad,Mainstream,New,False,Current-Gen,SteelSeries,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"SteelSeries QcK XL Performance Control Gaming Mousepad — Extra Density for a Smooth Glide — Low-Profile Edge Stitching — Non-Slip Neoprene Rubber Base — 15.75 x 34.43 inch — FPS, MOBAs, RTS, MMO",851.0,
Computers & Gaming,console,Mainstream,Renewed/Refurbished,False,Legacy,Nintendo,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Nintendo_Switch,,,DSi,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Nintendo DSi - Pink (Renewed),852.0,
Accessories,mount_small,Mainstream,New,False,Current-Gen,LISEN,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desk_arm,Fixed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,"iPhone 16, 15, 14, iPad",,,,,,,,gpt-4o-mini,"LISEN Gooseneck Phone Holder for Bed, MagSafe Stand for iPhone 16, Flexible Magnetic Adjustable Cell Phone Stand Compatible With iPhone 16 Pro 15 14 iPad",853.0,
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,KODAK,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,KODAK EKTAR H35N Half Frame Film Camera Bundle with Kodak Ultramax 400/24EXP 35mm Roll Film (Striped Black),854.0,
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,HP,0.9,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,FHD_1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E14 G4,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,HP 14 E14 G4 FHD 1080p Portable Monitor,855.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brady,0.95,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brady (M7-R6000) Printer Ribbon - R6000 Series Halogen Free Ribbon for BMP71 and M710 Printers - Black, Roll of 150 Feet",856.0,
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Energizer,0.95,,,,,,10.0,,,,,,2025.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Energizer CR2025 3V Lithium Coin Battery 10 Pack (2 Packs of 5),857.0,
PC Components (Core),cpu,Mainstream,New,False,Current-Gen,ARCTIC,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gen4,,,,,,,,,Freezer 36,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ARCTIC Freezer 36 (Black) - Single-Tower CPU Cooler with Push-Pull, Two Pressure-optimised 120 mm P Fans, Fluid Dynamic Bearing, 200–1800 RPM, 4 Heatpipes, incl. MX-6 Thermal Compound",858.0,
"Cameras, Photography & Video",excluded,Mainstream,New,True,Current-Gen,Nikon,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Nikon FTZ II - Adapter for F-Mount Lenses on Z-Mount Cameras,859.0,
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,iPhone Xs Max,,,,,,,,gpt-4o-mini,OtterBox DEFENDER SERIES SCREENLESS Case Case for iPhone Xs Max - Retail Packaging - BLACK,860.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Lexmark,0.95,,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Lexmark 56F1U00 Black Ultra High Yield Return Program Toner Cartridge Toner,861.0,
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicone,Apple Watch,,,,,,,,gpt-4o-mini,OtterBox All Day Band for Apple Watch 42/44/45/46mm - AUTOBAHN (Black),862.0,
Mobile Devices,fitness_band,Mainstream,New,True,Current-Gen,Garmin,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vivofit jr. 3,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Garmin vivofit jr. 3, Fitness Tracker for Kids, Includes Interactive App Experience, Swim-Friendly, Up To 1-year Battery Life, Blue Stars",863.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Stinger,0.85,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Stinger Audio MT-600.4 1000 Watt RMS Compact 4-Channel Car Audio Amplifier, Class D, Hexfet Mosfet, Crossover High-Pass/Low-Pass Filters",864.0,
"Office, Printing & Power",excluded,Mainstream,New,False,Current-Gen,Fellowes,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Fellowes Binding Machine Star+ Comb Binding (5006501), 3.1"" x 17.7"" x 9.8""",865.0,
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,GODOX,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"GODOX AD200 Pro AD200Pro 200Ws 2.4G Strobe Lighting Monolight, 1/8000 HSS, 500 Full Power Flashes, 0.01-1.8s Recycling, 2900mAh Battery, Bare Bulb/Speedlite Fresnel Flash Head Pocket Flash Monolight",866.0,
PC Components (Core),excluded,Mainstream,New,False,Current-Gen,Creative,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Creative Sound Blaster AE-7 Hi-Res Internal PCIe Sound Card, Quad-Core Processor, 127dB DNR ESS SABRE-class 9018 DAC, Xamp Discrete Custom Bi-amp, Discrete 5.1/Virtual 7.1, Dolby, DTS Encoding (Black)",867.0,
"Cameras, Photography & Video",drone,Mainstream,New,False,Current-Gen,Holy Stone,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Holy Stone GPS Drone With 4K EIS Camera For Adults, HS175G 249g Foldable RC Quadcopter With Auto Return, Follow Me, 60 Mins Flight Time, Battery Fast Charge, Headless Mode, Upgraded HS175D",868.0,
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 647A Black Toner Cartridge | Works with HP Color LaserJet Enterprise CP4025, CP4525 Series | CE260A",869.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,E-Z Ink,0.95,,False,False,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"E-Z Ink 48A CF248A Compatible Toner Cartridges Replacement for HP 48A Toner Cartridge Black CF248A to use with Pro M29w M15w MFP M28w M28a M29a M30w M31w M15a M16a M16w Printer (Black, 2 Pack)",870.0,
Computers & Gaming,laptop,Premium,New,True,Current-Gen,Acer,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6E_AXE,,,,,,,,,16.0,,,165.0,,,,,,,,,,,,,,,,AMD Ryzen 9 7940HS,8.0,,16.0,1024.0,Gen4,,,,,True,,,,AN16-41-R5KC,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"Acer Nitro 16 Gaming Laptop | AMD Ryzen 9 7940HS Octa-Core CPU | NVIDIA GeForce RTX 4070 Laptop GPU | 16"" WQXGA 165Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Wi-Fi 6E | RGB Backlit KB | AN16-41-R5KC",871.0,
Displays & Mounting,monitor,Mainstream,New,True,Current-Gen,Sony,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,QHD_1440p,OLED,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Sony INZONE M10S 27” OLED 1440p Gaming Monitor 480Hz 0.03ms, Low Profile Stand, Tournament Mode, Dual Screen Size (24.5”), G-SYNC Compatible, Anti-Glare, Custom Heatsink, 3-Year OLED Limited Warranty",872.0,
Accessories,excluded,Mainstream,New,True,Current-Gen,GoPro,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"GoPro HERO13 Black Accessory Bundle - Includes The Handler, 2 Enduro Batteries, 2 Curved Adhesive Mounts, 64GB SanDisk MicroSD Card, and Carrying Case, Head Strap & Card Reader",873.0,
