product_title,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,product_category,product_segment,log_original_price,log_purchased_last_month,log_total_reviews,extracted_brand
"DEWALT Heavy Duty USB C Cable, Premium Braided Nylon USB A to Type C Charger Cable Fast Charging for iPhone 16 Series, iPhone 15 Series, Samsung Galaxy S10 S10+ / Note 9, LG V30 (USB 2.0, Black)",4.6,No Badge,Organic,1,0,1,0.11,"Chargers, Adapters & Cables",Baja,2.7073833121145063,6.90875477931522,7.311218384419629,Samsung
"DYMO Label Printer LabelWriter 450 Direct Thermal Label Printer, Great for Labeling, Filing, Shipping, Mailing, Barcodes and More",4.4,No Badge,Organic,0,0,0,0.0,"Office Supplies, Ink & Toner",Media,5.170483995038151,5.303304908059076,9.489334816030398,Scotch
"TP-Link TL-SG3452P | 48 Port Gigabit L2+ Managed PoE Switch | 48 PoE+ Port @384W, 4 x SFP Slots | PoE Auto Recovery | Omada SDN Integrated | IPv6 | Static Routing | Limited Lifetime Protection",4.8,Amazon's,Organic,0,0,0,0.0,Networking,Media,5.935476036899127,4.61512051684126,5.723585101952381,Tp-Link
BATTRY ALKLN DURA AA CD8,4.8,No Badge,Organic,1,0,0,0.0,Power & Batteries,Baja,2.225704048658088,6.90875477931522,6.643789733147672,Duracell
Nikon Z 8 | Professional full-frame mirrorless stills/video hybrid camera | Nikon USA Model,4.7,No Badge,Organic,1,0,0,0.0,Cameras & Photography,Alta/Premium,8.215533891033598,3.9318256327243257,5.2574953720277815,Sony
"Rayovac C Batteries, C Cell Battery, 12 Count",4.7,No Badge,Organic,1,0,0,0.09,Power & Batteries,Media,2.94706710157271,6.90875477931522,8.524764456912555,Duracell
"Fintie Hybrid Slim Case for iPad Air 13-inch (M3) 2025, (M2) 2024 - [Built-in Pencil Holder] Shockproof Cover with Clear Transparent Back Shell, Lilac Purple",4.5,No Badge,Organic,1,1,0,0.0,Small Gadget Accessories (Cases & Protectors),Baja,2.7073833121145063,6.90875477931522,7.606387389772652,Texas
"SAMSUNG Galaxy Watch Charger, Fast, Magnetic Charging for Galaxy Watch 5, 6, 7, FE, Ultra Series and Later, EP-OL300BBEGUJ, Black, 2024",4.6,No Badge,Organic,1,0,0,0.0,"Chargers, Adapters & Cables",Media,3.6373229671995344,6.2166061010848646,3.737669618283368,Samsung
Dell S3222DGM 31.5-inch QHD 2560 x 1440 LED Curved (1800R)165Hz FreeSync Gaming Monitor,4.4,No Badge,Organic,1,0,0,0.0,TV & Video Displays,Media,5.831853151340319,4.61512051684126,4.948759890378168,Dell
"ESR for iPad Pro 13 Inch Case M4(2024), Powerful Magnetic Attachment, Slim Trifold Stand Case, Supports Pencil Pro and Pencil(USB-C), Auto Wake/Sleep, Durable Protection, Rebound Series, Black",4.5,No Badge,Organic,1,0,0,0.12,Small Gadget Accessories (Cases & Protectors),Media,3.2577118486533987,6.2166061010848646,9.221774749601844,Jbl
"ESR for iPad Pro 11 Inch Case M4 2024(5th Gen), Strong Magnetic Attachment, Slim Trifold Stand Case, Supports Pencil Pro and Pencil(USB-C), Tough Protection, Auto Sleep/Wake, Rebound Series, Black",4.5,No Badge,Organic,0,0,0,0.14,Small Gadget Accessories (Cases & Protectors),Media,3.09058780456667,6.90875477931522,9.920688759855905,Apple
"Kensington VeriMark Desktop USB Fingerprint Reader - Windows Hello, Windows 11 Fingerprint Scanner for PC, FIDO U2F, FIDO2 (K62330WW)",4.3,No Badge,Organic,1,0,0,0.0,Printers & Scanners (Hardware),Baja,4.430697744137536,5.993961427306569,6.669498089857879,Lenovo
"HP Thunderbolt Dock 280W G4 with Combo Cable and Dockztorm Hub, Thunderbolt 4, 5 USB, HDMI, 2 Display Port, RJ-45, with a Single Cable Connection to Any Brand Laptop (4J0G4AA#ABA)",4.2,No Badge,Organic,1,0,0,0.06,Laptops,Media,5.587211204515341,4.61512051684126,3.610917912644224,Scotch
"Monoprice Cat6A Ethernet Patch Cable - Snagless RJ45, 550Mhz, 10G, UTP, Pure Bare Copper Wire, 30AWG, 10-Pack, 1 Feet, Blue - SlimRun Series",4.7,No Badge,Organic,1,0,0,0.0,"Chargers, Adapters & Cables",Media,2.9947317732204075,6.2166061010848646,8.52377150677636,Monoprice
"TP-Link Omada WiFi 7 Wireless Access Point | BE5000 Dual Band | 2.5G Port | PoE or DC Powered, Adapter not Included | Seamless Roaming | Easy Setup | 5-Year Warranty | Omada Remote Managed(EAP723)",4.4,No Badge,Organic,1,0,0,0.0,Smart Home & Security,Media,4.5107496103686,5.707110264748875,4.23410650459726,Tp-Link
"Fujifilm Instax Mini Instant Camera Film: 100 Shoots Total, (10 Sheets x 10) Bundle with Slinger 64 Pocket Mini Instax Photo Album, Black - Capture Memories Anytime, Anywhere",4.6,No Badge,Organic,0,0,0,0.0,Cameras & Photography,Media,4.948405217560121,5.303304908059076,3.1780538303479458,Scotch
"Amazon Basics Drying Synthetic Chamois Cleaning Cloth, 26"" x 17"", 2 Pack, Yellow",4.4,No Badge,Organic,1,0,0,0.0,"Office Supplies, Ink & Toner",Baja,2.590767040487478,6.90875477931522,9.282568005973063,Amazon
"Pioneer DMH-W2770NEX 6.8"" Capacitive Touchscreen, Double Din – Wireless & Wired Apple CarPlay & Android Auto, Bluetooth, Backup Camera, FLAC, Short Chassis, HD Radio",4.1,No Badge,Organic,1,0,0,0.0,Computer Peripherals,Alta/Premium,6.061433608633024,4.61512051684126,5.899897353582492,Apple
"Logitech Signature Wired M520 L for Business, Optical Wired Mouse, USB-C Plug-and-Play, Windows/Mac/Chrome/PC/laptops - Graphite",4.7,No Badge,Organic,0,0,0,0.0,Computer Peripherals,Baja,3.1970391302590264,6.2166061010848646,3.688879454113936,Logitech
Lenovo Basic Laptop Sleeve 14 Inch Notebook/Tablet Compatible with MacBook Air/Pro Neoprene Material - Soft Fleece Lining - Zippered Top Opening - Black,4.6,No Badge,Organic,1,0,0,0.0,Laptops,Baja,2.7073833121145063,6.90875477931522,6.893656354602635,Lenovo
"HP 131A Black Toner Cartridge for HP Printers | Works with LaserJet Pro 200 color M251, LaserJet Pro 200 color MFP M276 Series | CF210A",4.8,No Badge,Organic,0,0,0,0.0,"Office Supplies, Ink & Toner",Media,4.633660456387719,5.993961427306569,7.304515946460155,Hp
Fujifilm QuickSnap Flash 400 One-Time-Use Camera,4.6,No Badge,Organic,0,0,0,0.0,Cameras & Photography,Baja,2.844327819394758,6.2166061010848646,7.4489161025442,Canon
"MSI GeForce RTX 3060 Ventus 2X 12G OC, Gaming Graphics Card - NVIDIA RTX 3060, 12GB GDDR6 Memory, 192-bit, 15 Gbps",4.6,Amazon's,Organic,0,0,0,0.0,PC Components,Media,5.707077041605631,5.303304908059076,8.058960017769417,Nvidia
"HP 712 Magenta 29-ml 3-Pack Genuine Ink Cartridges (3ED78A) for DesignJet T650, T630, T230, T210 & Studio Plotter Printers",4.8,No Badge,Organic,0,0,0,0.0,"Office Supplies, Ink & Toner",Media,4.48863636973214,5.707110264748875,5.384495062789089,Tp-Link
"Lenovo Tab Plus - 2024 - Premium Entertainment Tablet - 8 JBL® Speakers - 11.5"" 2K LCD Touch Display - 8GB Memory - 256GB Storage - MediaTek™ Helio G99 Luna Grey",4.8,No Badge,Organic,1,0,0,0.06,Laptops,Media,5.537334267018537,5.303304908059076,3.9889840465642745,Lenovo
"KICKER DSC650 6.5-Inch (160-165mm) Coaxial Speakers, 4-Ohm (Pair)",4.6,No Badge,Organic,1,0,0,0.0,"Audio, Sound & Recording Gear",Media,4.454231010422805,5.993961427306569,7.976595409316577,Monoprice
"TP-Link N300 WiFi Extender(RE105), WiFi Extenders Signal Booster for Home, Single Band WiFi Range Extender, Internet Booster, Supports Access Point, Wall Plug Design, 2.4Ghz only",4.1,No Badge,Organic,1,0,0,0.0,Smart Home & Security,Baja,2.771963526845863,6.90875477931522,9.709417248707624,Tp-Link
PULSE Explore Wireless Earbuds,3.8,No Badge,Organic,0,0,0,0.0,Wearables,Media,5.298317366548036,5.707110264748875,6.818924065275521,Jbl
SAMSUNG Galaxy Buds2 Pro True Wireless Bluetooth Earbud Headphones - Graphite (Renewed),4.2,No Badge,Organic,0,0,0,0.6,Wearables,Media,4.8977651703005165,6.2166061010848646,7.030857476116121,Samsung
Dell Windows 11 Desktop Computer OptiPlex 5060 | Intel Core i5-8500 Six Core (4.3GHz Turbo) | 16GB DDR4 RAM | 500GB SSD Solid State + 1TB HDD | WiFi + Bluetooth | Home or Office PC (Renewed),4.2,No Badge,Organic,0,0,0,0.0,PC Components,Media,5.532796427525992,5.303304908059076,6.210600077024653,Dell
NEEWER HD CPL ND16 ND64 ND256 Filter Kit Compatible with DJI OSMO Pocket 3 Creator Combo Accessories Magnetic Action Camera Neutral Density Polarising Filter Optical Glass Aluminum Frame,4.7,No Badge,Organic,1,0,0,0.0,"Audio, Sound & Recording Gear",Baja,3.849934813114724,6.2166061010848646,7.10002716662926,Unknown
"MSI Gaming RTX 5070 Ti 16G Vanguard SOC Graphics Card (16GB GDDR7, 256-bit, Extreme Performance: 2602 MHz, DisplayPort x3 2.1a, HDMI 2.1b, NVIDIA Blackwell Architecture)",4.5,No Badge,Organic,0,0,0,0.0,PC Components,Alta/Premium,7.200424892944957,5.303304908059076,3.8918202981106265,Nvidia
"Lenovo ThinkBook 16 G6 16"" FHD+ Laptop Computer, Hexa-Core AMD Ryzen 5 7430U (Beat i7-1355U), 16GB DDR4 RAM, 512GB PCIe SSD, WiFi 6, Bluetooth 5.3, Fingerprint Reader, Windows 11 Pro, AZ-XUT",4.2,No Badge,Organic,1,0,0,0.14,Laptops,Media,6.551080335043404,4.61512051684126,4.624972813284271,Lenovo
DYMO Authentic D1 Labels 1/2-Inch x 23-Foot Roll Black Print on White Self-Adhesive For LabelManager Label Makers 2-Pack,4.7,No Badge,Organic,1,0,0,0.6,"Office Supplies, Ink & Toner",Media,3.931629535067065,6.803505257608338,8.961109485898655,Scotch
"MSI PRO H610M-G DDR4 Motherboard (12th/13th/14th Gen Intel Core, LGA 1700 Socket, DDR4, PCIe 4, SATA 6Gb/s, 1Gbps LAN, M.2 Slots, USB 3.2, mATX)",4.5,No Badge,Organic,1,0,0,0.05,PC Components,Baja,4.553771622902091,5.303304908059076,6.001414877961151,Intel
"Sony LinkBuds S Truly Wireless Noise Canceling Earbud Headphones with Alexa Built-in, Bluetooth Ear Buds Compatible with iPhone and Android, Black",3.7,No Badge,Organic,1,1,0,0.0,Wearables,Media,5.068904202220232,5.993961427306569,8.652947112393857,Sony
"DYMO Rhino Industrial Flexible Nylon Labels, 3/4"" x 11.5', Black Print on White Tape",4.7,No Badge,Organic,1,0,0,0.0,"Office Supplies, Ink & Toner",Baja,3.082368580213537,6.2166061010848646,7.037027614686276,Scotch
Energizer AA Max Alkaline E91 Batteries Made in USA - Expiration 12/2024 or Later - 100 Count,4.5,No Badge,Organic,1,0,0,0.09,Power & Batteries,Media,3.945070859474346,6.2166061010848646,7.333023014386481,Duracell
"Canon EOS R5 Mirrorless Camera (Body Only), Full-Frame Hybrid Camera, 8K Video, 45 Megapixel CMOS Sensor, DIGIC X Image Processor, Up to 12 FPS, RF Mount, Black",4.7,No Badge,Organic,1,0,0,0.0,Cameras & Photography,Alta/Premium,8.006367567650246,3.9318256327243257,6.60934924316738,Canon
2 x MAXELL SR626SW 377 1.55v Silver Oxide Button Cell Watch Battery - Official Genuine Maxell,4.7,No Badge,Organic,1,0,0,0.0,Power & Batteries,Baja,1.6956156086751528,7.601402334583733,8.523374050491318,Duracell
2891-20 Wireless Jobsite Speaker with Bluetooth,4.6,No Badge,Organic,1,0,0,0.0,"Audio, Sound & Recording Gear",Media,4.934473933130692,5.707110264748875,7.199678345691172,Jbl
"Taramps Smart 3 Bass 0.5 to 2 Ohms 3000 Watts RMS, Multi Impedance, 1 Channel, Amplifier for Car Subwoofer, High Power Class D, Mosfet Monoblock Digital, Smart 3k, Crossover Low Pass with Bass Boost",4.4,No Badge,Organic,1,0,0,0.0,"Audio, Sound & Recording Gear",Media,5.560681631015528,5.303304908059076,5.68697535633982,Western Digital
"CORSAIR iCUE Link Titan 360 RX RGB Liquid CPU Cooler – 360mm AIO – Low-Noise – FlowDrive Cooling Engine – Intel LGA 1851/1700, AMD AM5/AM4 – 3X RX120 RGB Fans – iCUE Link System Hub Included – Black",4.5,No Badge,Organic,1,0,0,0.13,PC Components,Media,5.30325515557766,5.303304908059076,6.393590753950631,Tp-Link
"Canon RF100-500mm F4.5-7.1 L is USM Lens, Super-Telephoto Zoom Lens, Compatible with EOS R Series Mirrorless Cameras, White",4.7,No Badge,Organic,1,0,0,0.06,Cameras & Photography,Alta/Premium,8.039157390473237,3.9318256327243257,6.115892125483034,Canon
"Celestron 22452 StarSense Explore LT114AZ Newtonian Reflector Telescope with Smartphone App-Enabled Technology - Includes Two Eyepieces, 2X Barlow Lens, Phone Dock and Height-Adjustable Tripod, Black",4.1,No Badge,Organic,1,0,1,0.08,Computer Peripherals,Media,5.564328818089423,5.303304908059076,7.10002716662926,Apple
"Skullcandy Indy Evo In-Ear Wireless Earbuds, 30 Hr Battery, Microphone, Works with iPhone Android and Bluetooth Devices - Black",4.0,No Badge,Organic,1,0,0,0.58,Wearables,Media,4.2903224454635405,6.2166061010848646,10.43429225861743,Jbl
"UGREEN 240W USB C to USB C Cable, Fast Charging USB C Cable for iPhone 16 Pro Max/15, Samsung Galaxy S24/S23, MacBook Pro/Air, iPad Pro/Air/Mini, Dell XPS, 6.6FT",4.8,No Badge,Organic,1,0,0,0.36,"Chargers, Adapters & Cables",Baja,2.7073833121145063,6.90875477931522,8.120886021092838,Samsung
"Dell MS700 Bluetooth Travel Mouse – Bluetooth 5.0, Microsoft Swift Pair/Dell Pair (Windows 10 & 11 only), Optical LED Sensor, Touch Scroll with latest Touch Controller - Black",4.3,No Badge,Organic,0,0,0,0.0,Computer Peripherals,Media,3.724246597951228,6.2166061010848646,5.968707559985366,Dell
"Epson 222 Claria Ink High Capacity Black Cartridge (T222XL120-S) Works with Workforce WF-2960, Expression XP-5200",4.5,Amazon's,Organic,1,0,0,0.0,"Office Supplies, Ink & Toner",Media,3.676047475298558,6.398594934535208,6.0330862217988015,Tp-Link
"Energizer Recharge Universal Rechargeable AA Batteries (8 Pack), Double A Rechargeable Batteries",4.7,No Badge,Organic,1,0,0,0.22,Power & Batteries,Media,3.2577118486533987,6.2166061010848646,9.138629524422182,Duracell
"Marshall Motif II True Wireless Active Noise-Canceling Earbuds Headphones, Black",4.3,No Badge,Organic,1,0,0,0.23,Wearables,Media,5.398117451625214,5.707110264748875,7.201916317531627,Jbl
TP-Link Omada WiFi 7 Wireless Access Point | BE11000 Tri-Band | 10G Port | Business Standard | Seamless Roaming | Easy Setup | 5-Year Warranty | Omada Remote Managed(EAP773),4.2,No Badge,Organic,1,0,0,0.0,Networking,Media,5.252221070655064,5.303304908059076,4.882801922586371,Tp-Link
"Audio-Technica AT-LP120XUSB-BK Direct-Drive Turntable (Analog & USB), Fully Manual, Hi-Fi, 3 Speed, Convert Vinyl to Digital, Anti-Skate and Variable Pitch Control Black",4.7,No Badge,Organic,0,0,0,0.0,"Audio, Sound & Recording Gear",Media,5.971159793767618,5.303304908059076,9.053569596026234,Western Digital
"ESR for iPad Pro 11 Inch Case (M4) 2024 5th Gen, Rotating Case with Removable Magnetic Cover, Adjustable Portrait/Landscape Stand with Raised Screen View, 9 Standing Angles, Shift Series, Black",4.5,No Badge,Organic,1,0,0,0.0,Small Gadget Accessories (Cases & Protectors),Media,3.7133281345162463,6.2166061010848646,6.75343791859778,Vivo
"Care Touch Eyeglass Cleaning Cloth - 12 Pack of Microfiber Cleaning Cloth for Glasses, Lenses, Phones and Screens - Large, Lint-Free, Reusable and Scratch-Free - 6 x 7 Inches - Blue",4.6,No Badge,Organic,1,0,0,0.0,Small Gadget Accessories (Cases & Protectors),Baja,2.39698576841553,6.90875477931522,8.508959386489133,Vivo
Game & Watch: Super Mario Bros (Nintendo),4.6,No Badge,Organic,0,0,0,0.0,Video Game Consoles & Virtual Reality,Baja,3.8284239815518326,0.0,9.232884336411075,Duracell
Texas Instruments TI-30X IIS Scientific Calculator Teacher Kit - 10 Pack,4.6,No Badge,Organic,0,0,0,0.0,"Office Supplies, Ink & Toner",Media,4.605170185988092,4.61512051684126,3.1780538303479458,Texas
"HP 212X Cyan High-yield Toner Cartridge | Works with HP Color LaserJet Enterprise M554, M555 Series, HP Color LaserJet Enterprise MFP M578 Series | W2121X",4.5,No Badge,Organic,0,0,0,0.0,"Office Supplies, Ink & Toner",Alta/Premium,6.146093683885028,4.61512051684126,3.555348061489413,Hp
Sennheiser HD 490 PRO Open-Back Professional Headphone,4.5,No Badge,Organic,1,0,0,0.0,"Audio, Sound & Recording Gear",Media,5.940171252720432,5.303304908059076,4.691347882229144,Lorex
BenQ TK710STi 4K HDR Laser 3200 Lumens Movie and Gaming Short Throw Projector with 4ms Response Time | 240Hz Refresh Rate | HDR10 & HLG | Android TV with Netflix Chromecast & AirPlay | 3D Keystone,4.3,No Badge,Organic,0,0,0,0.0,TV & Video Displays,Alta/Premium,7.4960917926896915,3.9318256327243257,5.87493073085203,Lg
"Meta Quest Carrying Case — Works with Meta Quest 3/3S — Premium Style and Protection — Fits Quest 3/3S, Touch Plus Controller, Headstrap, Active Straps, Charging Cable and Adapter",4.5,No Badge,Organic,0,0,0,0.14,Small Gadget Accessories (Cases & Protectors),Media,4.262539022051294,6.90875477931522,9.502412792729256,Vivo
"NEEWER Metal Phone Tripod Mount Adapter with Arca QR Base, Cold Shoe, 360° Swivel 180° Tilt, Phone Holder Compatible with iPhone 15 Pro Max Galaxy S24",4.7,No Badge,Organic,1,0,0,0.0,Mobile Cell Phones & Smartphones,Baja,3.58324112209094,6.2166061010848646,8.83346272071993,Vivo
"Scosche Magnetic Phone Holder for Car Dashboard with Extra Strong Magnet, Thick Metal Plate & 360° Rotation, Secure Cell Phone Car Mount for Large Phones Compatible with iPhone, Samsung, Not MagSafe",4.4,No Badge,Organic,1,0,0,0.0,Small Gadget Accessories (Cases & Protectors),Baja,2.7073833121145063,6.90875477931522,10.919406401219709,Duracell
"​​​​PopSockets Phone Grip with Expanding Kickstand, Adhesive Grip, Cute PopSockets - Fall Fleur",4.6,No Badge,Organic,1,1,0,0.25,Small Gadget Accessories (Cases & Protectors),Baja,2.395164274287139,6.90875477931522,9.312445594913337,Scotch
"JBL Flip 6 - Portable Bluetooth Speaker, powerful sound and deep bass, IPX7 waterproof, 12 hours of playtime, JBL PartyBoost for multiple speaker pairing for home, outdoor and travel (Red)",4.7,No Badge,Organic,0,0,0,0.0,"Audio, Sound & Recording Gear",Media,4.5107496103686,5.707110264748875,9.97025795616998,Jbl
"Taramps TS 800x4 Car Audio Multichannel Amplifier 800 Watts Rms 2 Ohms 4 Channel 2 Bridged Channel Full Range Crossover, RCA/High Level Input, Class D",4.6,No Badge,Organic,1,0,0,0.0,"Audio, Sound & Recording Gear",Media,4.836281906951478,5.993961427306569,6.436150368369428,Monoprice
"Energizer MAX D Batteries (4 Pack), D Cell Alkaline Batteries",4.8,No Badge,Organic,1,0,0,0.0,Power & Batteries,Baja,2.281361456542419,6.90875477931522,8.657129031713755,Duracell
Duracell 12 Volt Alkaline Alarm Remote Battery MN21 / A23 2 Pack,4.8,No Badge,Organic,1,0,0,0.21,Power & Batteries,Baja,1.998773638612381,7.601402334583733,8.629628620746026,Duracell
"MSI MAG B850M Mortar WiFi Motherboard, mATX - Supports AMD Ryzen 9000/8000 / 7000 Processors, AM5-60A SPS VRM, DDR5 Memory Boost 8200+ MT/s (OC), PCIe 5.0 x16, M.2 Gen5, Wi-Fi 7, 5G LAN",4.6,No Badge,Organic,0,0,0,0.0,PC Components,Media,5.484755438853831,5.303304908059076,4.143134726391533,Amd
"NEEWER Basic 74"" Video Tripod with Fluid Head , Metal Camera Tripod with Smooth Friction Damping, Mid Level Spreader, Quick Release Plate Compatible with Manfrotto 501, Max Load 17.6lb, TP37",4.8,No Badge,Organic,1,0,0,0.0,"Audio, Sound & Recording Gear",Media,4.709440107163888,5.993961427306569,5.707110264748875,Vivo
"Lenovo Bluetooth Silent Mouse (WL300) - 5 Button Computer Mouse with Silent Left & Right Click – Sculpted Grip, Microsoft Swift Pair, Up to 1600 DPI (Grey)",4.4,No Badge,Organic,1,0,0,0.0,Computer Peripherals,Baja,3.0440461338325417,6.90875477931522,6.516193076042964,Lenovo
"JOYTUTUS Shower Phone Holder, Reusable Suction Cup Phone Mount for Shower, Mirror, Kitchen, Window & Bathroom, Shower Phone Mount Compatible with iPhone 16, 15, 14, 13, 12 & All Phones",4.2,No Badge,Organic,0,0,0,0.35,Mobile Cell Phones & Smartphones,Baja,3.0440461338325417,6.90875477931522,6.906754778648554,Texas
"Lenovo Tab P12 - Expansive Touchscreen Tablet - 12.7"" 3K Display - 13MP Camera - 8GB Memory - 128GB UFS Storage - Android 13 - Dolby Atmos - Quad JBL Speakers - Pen Included",4.5,No Badge,Organic,0,0,0,0.0,Laptops,Media,5.638319081511895,5.303304908059076,5.726847747587197,Lenovo
"HP 711 Ink Bundle - Black, Cyan, Magenta & Yellow 38ml/29ml Cartridges",4.6,No Badge,Organic,1,0,0,0.0,"Office Supplies, Ink & Toner",Media,5.292701627762401,5.303304908059076,5.030437921392435,Tp-Link
Apple Smart Folio for iPad Pro 11-inch (M4) - Black ​​​​​​​,4.3,No Badge,Organic,0,0,0,0.0,Tablets & E-readers (DEVICES ONLY),Baja,3.85820019873064,5.993961427306569,5.863631175598097,Apple
"OWC Thunderbolt 3 10G Ethernet Adapter, for High-Speed Network Connections, RJ45 Port Supports 10Gb/s, 5Gb/s, 2.5Gb/s, 1Gb/s and 100Mb/s Base-T, Compatible with Thunderbolt 3 or 4 Ports",4.1,No Badge,Organic,1,0,0,0.3,Networking,Media,5.298317366548036,5.707110264748875,5.762051382780177,Owc
"Rode VideoMic Pro+ Camera-Mount Shotgun Microphone,Black",4.6,No Badge,Organic,1,0,0,0.05,"Audio, Sound & Recording Gear",Media,5.68697535633982,5.303304908059076,6.642486801367256,Unknown
"HP 951 Magenta Ink Cartridge | Works with HP OfficeJet 8600, HP OfficeJet Pro 251dw, 276dw, 8100, 8610, 8620, 8630 Series | Eligible for Instant Ink | CN051AN",4.6,No Badge,Organic,0,1,0,0.0,"Office Supplies, Ink & Toner",Media,3.641525757730466,6.55250788703459,7.754481547470383,Tp-Link
"Microsoft Arc Mouse - Black. Sleek,Ergonomic design, Ultra slim and lightweight, Bluetooth Mouse for PC/Laptop,Desktop works with Windows/Mac computers",4.6,No Badge,Organic,0,0,0,0.0,Computer Peripherals,Media,4.51085950651685,5.993961427306569,9.836866865194231,Microsoft
"SABRENT Rocket 2230 1TB NVMe SSD – PCIe Gen4 M.2 2230 Internal SSD for Steam Deck, Surface Pro, Ultrabook, HTPC – DRAM-Less with HMB, Up to 5GB/s [SB-2130-1TB]",4.5,No Badge,Organic,1,0,0,0.0,Storage & Memory Cards,Media,4.6150215020384655,5.993961427306569,8.555451903533328,Owc
"Belkin Portable Charger, USB C Power Bank 10000 mAh w/ 2xUSB-A Ports, 15W w/ Type-C to Type-A Cable for iPhone 16, 16 Plus, 16e, Samsung Galaxy S25, Nintendo Switch 2, & More - Black",4.4,No Badge,Organic,0,0,0,0.0,"Chargers, Adapters & Cables",Media,3.6620219999440535,6.2166061010848646,8.797246236703527,Samsung
100 count Energizer Industrial AA EN91 Alkaline 1.5v Batteries LR06,4.7,No Badge,Organic,1,0,0,0.14,Power & Batteries,Media,4.0428758138469085,6.2166061010848646,8.996404301412886,Duracell
GoPro Protective Housing (HERO13 Black/HERO12 Black/HERO11 Black/HERO10 Black/HERO9 Black) - Official GoPro Accessory,4.7,No Badge,Organic,0,0,0,0.0,Small Gadget Accessories (Cases & Protectors),Media,3.58324112209094,6.2166061010848646,8.693999567522082,Unknown
"LISEN iPhone 16/15 Car Charger USB C Fast Charging Retractable,【60% Less Space,Mini】 57W Fast iPhone 16/15 USBC Type C Charger for 17 iPhone 16 15 Pro Max Plus，Samsung Galaxy S25/24 Z，Android",4.6,No Badge,Organic,1,0,0,0.12,"Chargers, Adapters & Cables",Media,2.8898160479624417,6.90875477931522,6.421622267806518,Samsung
"StarTech.com 4-Post 42U Mobile Open Frame Server Rack, 19in Network Rack with Wheels, Rolling Rack for Computer/AV/Data/IT Equipment - Casters, Leveling Feet or Floor Mounting (4POSTRACK42)",4.7,No Badge,Organic,0,0,0,0.0,PC Components,Media,6.0513123967267575,5.303304908059076,7.549609165154532,Vivo
"JanSport SuperBreak Plus Backpack, Pop Pink, 44470437901",4.6,No Badge,Organic,0,0,0,0.0,Laptops,Baja,3.4339872044851463,6.55250788703459,8.850804195756417,Kingston
"GIGABYTE GeForce RTX 5060 AERO OC 8G Graphics Card, 8GB 128-bit GDDR7, PCIe 5.0, WINDFORCE Cooling System, GV-N5060AERO OC-8GD Video Card",4.7,No Badge,Organic,0,0,0,0.0,PC Components,Media,5.817081397615548,5.303304908059076,7.67786350067821,Nvidia
"DEERC D20 Mini Drone with Camera for Kids, Remote Control Toys Gifts for Boys Girls with Voice Control, Gestures Selfie, Altitude Hold, Gravity Control, One Key Start, 3D Flips 2 Batteries, Blue",4.0,No Badge,Organic,1,1,0,0.0,Small Gadget Accessories (Cases & Protectors),Media,3.931629535067065,6.398594934535208,9.921671222969756,Duracell
"HP Envy 2-in-1 14"" Full HD Touch-Screen Laptop, 8GB RAM, 512GB SSD, Intel Core i5 1335U, Intel Iris Xe Graphics, Fast Charge, Fingerprint, Backlit KB, Win11, Natural Silver, W/GaLiMu",4.3,No Badge,Organic,1,0,0,0.0,Laptops,Media,6.264711685388438,4.61512051684126,3.970291913552122,Intel
CORSAIR Vengeance RGB DDR5 RAM 128GB (2x64GB) 6400MHz CL42-52-52-104 1.35V Intel XMP 3.0 Desktop Computer Memory – Black (CMH128GX5M2B6400C42),5.0,No Badge,Organic,1,0,0,0.0,PC Components,Media,5.916175108066267,4.61512051684126,1.791759469228055,Intel
"Canon EOS R6 Mark II Mirrorless Camera RF24-105mm F4 L USM Lens Kit, Hybrid Full-Frame Camera, 24.2 Megapixel CMOS Sensor. Photo and Video Camera Capabilities, RF Mount, Black",4.7,No Badge,Organic,1,0,0,0.11,Cameras & Photography,Alta/Premium,8.1886891244442,3.9318256327243257,4.477336814478207,Canon
Sharp El-1501 Compact Cordless Paperless Large 12-Digit Display Desktop Printing Calculator That Utilizes Printing Calculator Logic,4.4,No Badge,Organic,0,0,0,0.0,"Office Supplies, Ink & Toner",Media,4.303253953508486,6.68586094706836,7.576097340623111,Sharpie
"Amazon Fire Max 11 Keyboard Case (Only compatible with 13th generation tablet, 2023 release)",4.6,No Badge,Organic,0,0,0,0.0,Tablets & E-readers (DEVICES ONLY),Baja,3.6320445173613978,5.993961427306569,7.636269603379373,Amazon
"SAMSUNG 15.6"" Galaxy Book4 Edge Business Laptop, Copilot + AI PC Computer, Snapdragon X Plus Processor, Live Captions, FHD LED Anti-Glare Display, Long-Lasting Battery, 2024 Version, NP754XQA-KB2US",4.2,No Badge,Organic,1,0,0,0.17,Laptops,Media,6.6692442505368055,4.61512051684126,4.219507705176107,Samsung
"Scotch Self-Seal Laminating Pouches, No Laminator Needed, Letter Size 9.0 in x 11.5 in, 25-Pack",4.8,No Badge,Organic,1,0,0,0.29,"Office Supplies, Ink & Toner",Media,3.772531026609547,6.55250788703459,7.981049759665957,Scotch
