category,market_tier,condition,is_premium_brand,tech_generation,ram_gb,storage_gb,size_value,performance_value,power_wattage,resolution_standard,cpu_gpu_tier,connectivity,brand,pack_count,confidence,original_title,original_row_id,error_log
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,WiFi/Bluetooth,Arduino,1.0,0.95,"Arduino Nano ESP32 with Headers [ABX00083] – ESP32-S3, USB-C, Wi-Fi, Bluetooth, HID Support, MicroPython Compatible for IoT & Embedded Projects",4785.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,VIVO,1000.0,1.0,"VIVO 1,000ft Bulk Cat5e Wire, CCA Ethernet Cable, 24 AWG, UTP Pull Box, LAN Network, Gray, CABLE-V001",4786.0,
"Desktops, Workstations & Servers",Mainstream,Renewed/Refurbished,False,Current-Gen,32.0,1024.0,,,,,i7,"WiFi, BT",Dell,1.0,1.0,Dell Optiplex 7060 Micro MFF Desktop PC Intel i7-8700T 6-Cores 2.40GHz 32GB DDR4 New 1TB M.2 NVMe SSD WiFi BT HDMI New KB & Mouse Windows 11 Pro (Renewed),4787.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Wireless,Godox,1.0,0.9,"Godox iT30pro F TTL Mini Flash - GODOX iT30 Pro F for Fuji - GoDOx IT30 Pro for Fujifilm GodOX TTL Flash, Wireless Master & Receiver, HSS 1/8000 Second, 2.4G Wireless, GodOX Flash Black",4788.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Kryptonite,1.0,0.95,"Kryptonite Alarm Disc, Heavy Duty Anti-Theft Motorcycle Lock with 120db Alarm, Weather-Resistant, Powersport Disc Break Lock",4789.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,,Wyze,2.0,0.95,"Wyze Home Security Core Kit: Hub, Keypad, Motion Sensor, Entry Sensors (x2); Compatible w/ Wyze Cam, Leak & Climate Sensors; 3 Mo. of 24/7 Professional Monitoring Service Incl., Subscription Required",4790.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Lexmark,1.0,1.0,"Lexmark B/MB2236 Return Program 3K Toner Cartridge (B221H00), 1 Unit",4791.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,2.56,,,,,,Office Depot®,100.0,1.0,"Office Depot® Brand Laminating Pouches, Business Card Size, 5 Mil, 2.56"" x 3.75"", Pack Of 100",4792.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,,,,WiFi 6E,GIGABYTE,1.0,0.9,GIGABYTE B760M DS3H AX (LGA 1700/ Intel/ B760/ M-ATX/ DDR5/ 2* M.2/ PCIe 4.0/ USB 3.2 Gen 2 Type-C/WiFi 6E/ 2.5GbE LAN/Q-Flash Plus/PCIe EZ-Latch/Motherboard),4793.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,Panasonic,1.0,0.95,"Panasonic Comfort Fit Headset for TCA Series Cordless Landline Phones, Foldable Headset with Flexible Noise-Cancelling Microphone and Volume Control, 2.5 mm Plug, Grey/Silver KX-TCA430",4794.0,
Audio & Video Equipment,Premium,New,True,Current-Gen,,,,,,,,Bluetooth,Marshall,1.0,0.95,Marshall Kilburn III Bluetooth Speaker - Premium Water Resistance Portable Bluetooth Speaker & Wireless Speakers 50+ Playtime - Black and Brass,4795.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,24.0,1024.0,15.6,60.0,,FHD (1080p),Intel Core i5-1155G7,Wi-Fi 6,Lenovo,1.0,0.95,"Lenovo IdeaPad 3 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1155G7, 24GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Blue",4796.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,24.0,100.0,,FHD (1080p),,"USB Type-C, DisplayPort, HDMI",Sceptre,1.0,0.95,"Sceptre IPS 24-inch Essential Thin 100Hz Gaming Monitor USB Type-C DisplayPort HDMI 100% sRGB Build-in Speakers, Machine Black 2024 (E248W-FP100T)",4797.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,JBL,1.0,1.0,JBL Xtreme 2 Portable Bluetooth Waterproof Speaker (Camouflage),4798.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,ACDelco,200.0,1.0,"ACDelco AA and AAA 200-Count Combo Pack Super Alkaline Batteries, 100-Count Each, 10-Year Shelf Life, Reclosable Packaging",4799.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,60.0,,FHD (1080p),,,Blackmagic Design,1.0,0.9,"Blackmagic Design DeckLink Duo 2 PCIe Capture and Playback Card, Up to 1080p60, 4 Channel 3G-SDI (BDLKDUO2)",4800.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,Nakamichi,1.0,0.9,Nakamichi Dragon 11.4.6 Home Surround Sound System with Dolby Atmos and DTS:X Pro. Best Soundbar with AVR Processing,4801.0,
Gaming Systems & VR,Mainstream,Renewed/Refurbished,False,Current-Gen,,500.0,,,,,,,Microsoft,1.0,0.9,Microsoft - Xbox One S 500GB Console - White - ZQ9-00028 (Renewed),4802.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Insta360,1.0,0.9,Insta360 X4 Invisible Dive Case,4803.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,,Klipsch,1.0,0.9,Klipsch Heritage Wireless The One II Tabletop Stereo Walnut,4804.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,4K/UHD (2160p),,WiFi,Roku,1.0,0.95,"Roku 3920RW-SW Premiere - 4K/HDR Streaming Media Player, Enabled with Premium High Speed HDMI Cable & Simple Remote, Wi-Fi, with HDMI Cable and USB Extension Cord",4805.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,UGREEN,1.0,0.9,"UGREEN MagFlow 2-in-1 Magnetic Wireless Charging Station, Fast Wireless Charger for iPhone 16 15 14 13 12 Series and AirPods, MagSafe Compatible Qi Charging Stand with 3 FT USB-C Cable (No AC Adapter)",4806.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,12.5,,,,,,Fellowes,10.0,0.9,"Fellowes Jupiter 2 125 Laminator with 10 Pouches, 12.5 Inch (5734101), Black & Grey",4807.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,6.0,,,,RAYOVAC,1.0,0.9,"RAYOVAC Heavy Duty Lantern Battery, 6 Volt Screw Terminals, 945R4C",4808.0,
"Desktops, Workstations & Servers",Mainstream,New,True,Current-Gen,,,,,,,,,Fractal Design,1.0,1.0,Fractal Design Define 7 XL Black Solid Brushed Aluminum/Steel E-ATX Silent Modular Full Tower Computer Case,4809.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,,Midland,1.0,0.9,Midland GXT67 Pro GMRS Two Way Radio,4810.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,USB 3.1,UGREEN,2.0,0.9,"UGREEN USB to USB C Adapter 10Gbps,2 Pack USB C to A Adapter Compatible with iPhone 16 15 Pro/Samsung/MacBook Pro/Air/iPad Pro,Thunderbolt 4/3,Gray",4811.0,
Networking & Smart Home,Mainstream,New,True,Current-Gen,,,,,,,,Wired,NETGEAR,1.0,0.95,NETGEAR 8-Port 2.5GB Switch - Multi-Gigabit Ethernet Unmanaged Essentials Network Switch (MS308) - 8 x 1G/2.5G - Desktop or Wall Mount - Limited 3 Year Protection,4812.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,HP,1.0,0.9,"HP 213A Black Original Laserjet Toner Cartridge, W2130A. Works Laserjet Enterprise 5700, 5800, 6700, 6701, 6800, 6801.",4813.0,
"Desktops, Workstations & Servers",Mainstream,New,False,Current-Gen,16.0,256.0,24.0,,,FHD (1080p),Intel U300,WiFi 6,Lenovo,1.0,0.98,"Lenovo ThinkCentre All-in-One Desktop Computer, 24"" FHD IPS Display, 5-core Intel U300 Processor, 16GB DDR5, 256GB SSD, Wi-Fi 6, USB-C, HDMI in&Out, Wired KB&Mouse, Windows 11 Pro",4814.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,1.0,"HP 508X Magenta High-yield Toner Cartridge | Works with HP Color LaserJet Enterprise M552, M553, HP Color LaserJet Enterprise MFP M577 Series | CF363X",4815.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,OtterBox,1.0,0.9,"OtterBox for Samsung Galaxy S21 Ultra 5G, Superior Rugged Protective Case, Defender Series, Black",4816.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,12.0,,,USB 3.0,UGREEN,1.0,0.9,UGREEN SATA to USB 3.0 Adapter Cable for 3.5 2.5 Inch SSD/HDD Hard Drive Reader SATA III Hard Drive Disk Converter Support UASP Compatible with Samsung Seagate WD Hitachi with 12V Power Adapter,4817.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,Dell,1.0,1.0,"Dell Wired Keyboard and Mouse - KM300C, Black",4818.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,ESR,1.0,0.85,"ESR for AirPods 4 Case, Compatible with AirPods 4 Generation Case (2024) (USB-C), Compatible with MagSafe, Drop-Proof Lock, Easy Open, Cyber Series, Black",4819.0,
Accessories & Consumables,Premium,New,True,Current-Gen,,,,,,,,,Apple,1.0,0.95,"Apple Pencil (1st Generation): Pixel-Perfect Precision and Industry-Leading Low Latency, Perfect for Note-Taking, Drawing, and Signing documents.",4820.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,4.3,,,,,Wireless,Epson,1.0,1.0,"Epson Expression Photo XP-8700 Wireless All-in-One Printer with Built-in Scanner and Copier and 4.3"" Color Touchscreen, Black",4821.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,Wifi,ecobee,2.0,0.95,"ecobee Smart Sensor for Doors & Windows 2 Pack - Wifi Contact Sensor for Home Security, Energy Savings - Compatible with Smart Thermostats - Temperature sensor, white",4822.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Mounting Dream,2.0,1.0,"Mounting Dream Speaker Stands Height Adjustable for Satellite & Small Bookshelf Speakers, Set of 2 Floor Stand Mount for Bose Polk JBL Sony Yamaha and Others - 11LBS Capacity MD5402",4823.0,
Displays & Mounting,Mainstream,New,True,Current-Gen,,,28.0,144.0,,4K/UHD (2160p),,HDMI 2.1,ASUS,1.0,1.0,"ASUS TUF Gaming 28” 4K 144HZ DSC HDMI 2.1, Monitor (VG28UQL1A) - UHD (3840 x 2160), Fast IPS, 1ms, Extreme Low Motion Blur Sync, G-SYNC Compatible, FreeSync Premium, Eye Care, DCI-P3 90%,BLACK",4824.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,120.0,2100.0,,,,,ARCTIC,3.0,0.98,"ARCTIC P12 Slim PWM PST (3 Pack) - PC Fans, 120mm Case Fan with PWM Sharing Technology (PST), Pressure-optimised, Quiet Motor, Computer, Extra Slim, 300–2100 RPM - Black",4825.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Canon,1.0,1.0,"Canon CLI-36 Genuine Color Ink Tank, Compatible with mini320, mini260, iP100, iP110, TR150 and TR160 Printers",4826.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Thunderbolt 4,OWC,1.0,0.95,OWC Thunderbolt Hub with Three Thunderbolt 4 Ports and One USB Port for Thunderbolt 4 PC,4827.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,900.0,,,,CyberPower,1.0,1.0,"CyberPower OR1500LCDRT2U Smart App LCD UPS System, 1500VA/900W, 8 Outlets, AVR, 2U Rack/Tower",4828.0,
Peripherals & Input Devices,Mainstream,New,True,Current-Gen,,,,,,,,,Microsoft,1.0,0.95,"Microsoft Surface Pro Keyboard with Slim Pen 2 Bundle for Pro Copilot+ (11th Edition), Pro 9 and Pro 8, Alcantara Material, Sapphire",4829.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,4.5,,,,,Bluetooth,JBL,2.0,0.95,"JBL Professional 1 Series 104-BT Compact Desktop Reference Monitors with Bluetooth, Black, Sold as Pair, 4.5-inch Speaker",4830.0,
Cameras & Photography,Premium,New,True,Current-Gen,,,,,,,,,DJI,1.0,1.0,"DJI RS 4 Pro Combo, 3-Axis Gimbal Stabilizer for DSLR & Cinema Cameras, Native Vertical Shooting, 4.5kg/10lbs Payload, Image Transmitter & Focus Pro Motor, Condenser Shotgun Microphone",4831.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,,Arlo,1.0,1.0,"Arlo Dual Charging Station Certified Accessory - Charge up to Two Batteries, Works Rechargeable Batteries (VMA5400) XL Rechargeable Batteries (VMA5420) Only - VMA5400C",4832.0,
Gaming Systems & VR,Mainstream,New,False,Current-Gen,,,,,,,,,Square Enix,2.0,1.0,Final Fantasy VII and Final Fantasy VIII Remastered - Twin Pack (Nintendo Switch),4833.0,
Cameras & Photography,Premium,New,True,Current-Gen,,,,,,,,,Nikon,1.0,1.0,Nikon NIKKOR Z MC 105mm f/2.8 VR S | Professional macro prime lens for Z series mirrorless cameras | Nikon USA Model,4834.0,
"Desktops, Workstations & Servers",Mainstream,New,False,Current-Gen,8.0,120.0,,,,4K/UHD (2160p),,2.5GbE,UGREEN,1.0,0.95,"UGREEN NAS DH4300 Plus 4-Bay Desktop NAS, Support Capacity up to 120TB, Remote Access, AI Photo Album, Beginner Friendly System, 8GB LPDDR4X RAM, 2.5GbE, 4K HDMI, Network Attached Storage (Diskless)",4835.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,Plantronics,1.0,0.95,Plantronics HW510 EncorePro Noise Cancelling Over Head Monaural Headset,4836.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,5.25,240.0,,,,Bluetooth,Pyle,2.0,0.95,"Pyle 5.25"" Wall Mount Bluetooth Speakers, Waterproof Indoor/Outdoor Speaker System, 240W Max, Marine Grade, Wireless Music Streaming, Full Range Stereo, Suitable for Patio, Poolside, Home (White Pair)",4837.0,
Networking & Smart Home,Premium,New,True,Cutting-Edge,,,,,,,,WiFi 7,ASUS,2.0,1.0,"ASUS ZenWiFi BT10 Tri-Band WiFi 7 Mesh, 18 Gbps, 6000 sq.ft (2pk), Dual 10G Ports, Security and Parental Controls Included, Smart Home Master SSIDs, 4G & 5G Mobile Tethering",4838.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,,Ortofon,1.0,0.95,Ortofon Replacement Stylus 2M Blue,4839.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,UBeesize,1.0,0.95,"UBeesize Auto Face Tracking Tripod with Adjustable Desk Tripod, 360° Rotating vlogging kit for iPhone with Remote & Gesture Control, Rechargeable Selfie Fill Light, No App Required",4840.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,90.0,,,,,,USB-C 3.2 20Gbps,StarTech.com,1.0,1.0,"StarTech.com 1:1 M.2 NVMe Drive Duplicator, 90GBpm Standalone M.2 SSD Cloner/Copier, USB-C 3.2 20Gbps M.2 Dual-Bay Drive Dock",4841.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,,,Ryzen 7,,AMD,1.0,0.95,"AMD Ryzen 7 5700 8-Core, 16-Thread Desktop Processor",4842.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,FUJIFILM,60.0,1.0,FUJIFILM Instax Mini Instant Film Value Pack - 60 Photos,4843.0,
Networking & Smart Home,Mainstream,New,True,Current-Gen,,,,,,,,,Samsung,1.0,0.9,"Samsung BN59-01432A- BN59-01432D Remote Control for Samsung Smart TVs Compatible with Neo QLED, 8K, The Frame and Crystal UHD Series",4844.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,32.0,,65.0,4K/UHD (2160p),,USB-C,BenQ,1.0,0.95,"BenQ PD3205U Mac-Ready Monitor 32"" 4K UHD | 99% Rec.709 & sRGB | IPS | DeltaE ≤3 | ICC Sync | Calibration Report | AQCOLOR | Uniformity | HotKey Puck | Ergonomic | DisplayPort | USB-C (65W) | USB Hub",4845.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,9.0,,,,,,Kuhn Rikon,1.0,0.9,"Kuhn Rikon Auto Safety Master Opener for Cans, Bottles and Jars, 9 x 2.75 inches, Red",4846.0,
"Desktops, Workstations & Servers",Mainstream,New,False,Current-Gen,16.0,512.0,,,,,i7,,HP,1.0,1.0,HP Pro SFF 400 G9 Desktop Computer - Intel Core i7 14th Gen i7-14700 - vPro Technology - 16 GB - 512 GB SSD - Small Form Factor - Smart Buy,4847.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,VEVOR,4.0,0.9,"VEVOR 3.28 ft Cable Protector Ramp, 4 Pack of 1 Channel, 18000 lbs/axle Capacity Heavy Duty Rubber Speed Bumps, Floor Cord Cable Protector Wire Cover, for Residential Areas, Private Garages, Gardens",4848.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Amazon Basics,1.0,1.0,"Amazon Basics Adjustable Chest Mount Harness for GoPro Camera (Compatible with GoPro Hero Series), Black",4849.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth 5.2,Razer,1.0,1.0,Razer Kraken Kitty V2 BT Wireless RGB Headset: Chroma RGB - Bluetooth 5.2-40 mm Drivers - 40 Hr Battery w/Type C Charging - Hello Kitty & Friends Edition,4850.0,
Laptops & Chromebooks,Premium,Renewed/Refurbished,True,Last-Gen,8.0,256.0,13.0,,,,i5,,Apple,1.0,1.0,"Apple Mid 2017 MacBook Pro with 2.3GHz Intel Core i5, 13-inch, 8GB RAM, 256GB SSD, Silver (Renewed)",4851.0,
Displays & Mounting,Premium,New,True,Current-Gen,,,,,,,,,Apple,1.0,1.0,Apple Studio Display - Nano-Texture Glass - Tilt-Adjustable Stand,4852.0,
PC Components (Core),Premium,New,True,Current-Gen,64.0,,,6600.0,,,,,CORSAIR,2.0,1.0,CORSAIR Dominator Titanium RGB DDR5 RAM 64GB (2x32GB) DDR5 6600MHz CL32 Intel XMP iCUE Compatible Computer Memory - White (CMP64GX5M2X6600C32W),4853.0,
Cameras & Photography,Premium,Renewed/Refurbished,True,Current-Gen,,,,,,,,,Sony,1.0,0.95,Sony Alpha 7R V Full-frame Mirrorless Camera Interchangeable Lens (Body Only) (Renewed),4854.0,
Audio & Video Equipment,Mainstream,Renewed/Refurbished,True,Current-Gen,,,,,,,,,Beats,1.0,0.95,Beats urBeats3 Earphones with 3.5 mm Plug - Black (Renewed),4855.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Logitech,1.0,1.0,Logitech Slim Wireless Bluetooth Mouse for Mac - White,4856.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,3.0,,,,,,Neewer,1.0,0.95,"Neewer 3"" Suction Cup Camera Mount Bracket with Ball Head Magic Arm, 1/4"" ARRI Holes, Quick Release Car Mount with Phone Holder & Action Cam Adapter Compatible with iPhone DJI Insta360, CA104",4857.0,
Audio & Video Equipment,Premium,New,True,Current-Gen,,,,,,,,Bluetooth,Apple,1.0,0.95,"Apple AirPods Max Wireless Over-Ear Headphones, Active Noise Cancelling, Transparency Mode, Personalized Spatial Audio, Dolby Atmos, Bluetooth Headphones for iPhone – Green",4858.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,16.0,512.0,14.0,0.0,0.0,FHD (1080p),Snapdragon® X Processor,WiFi 6E,ASUS,1.0,1.0,"ASUS Zenbook A14; Copilot+ PC, Ultrathin Laptop, 14” WUXGA OLED, Snapdragon® X Processor, 16 GB Memory, 512GB SSD, Wi-Fi 6E, Zabriskie Beige, UX3407QA-DS52-CB",4859.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,15.6,,,FHD (1080p),,"USB Type-C, Mini-HDMI",MSI,1.0,1.0,"MSI Pro MP161 E2 Portable Monitor, 15.6"" FHD IPS 1080p, USB Type-C, Mini-HDMI, Built-in Speakers, Perfect for PC, Mac, PS5, PS4, Xbox, Mobile, Metal Gray",4860.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Energizer,2.0,0.95,"Energizer Watch/Electronic Batteries, 1.55 Volts, 377, 2 Batteries",4861.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,HP,500.0,0.95,HP Printer Paper | 8.5 x 11 Paper | MultiPurpose 20 lb | 1 Ream - 500 Sheets | 96 Bright | Made in USA - FSC Certified | 112000PR,4862.0,
Accessories & Consumables,Budget,New,False,Legacy,,,34.5,,,,,,Panasonic,10.0,1.0,"Panasonic CR123A Lithium 3V Photo Lithium Batteries, 0.67"" Dia x 1.36"" H (17.0 mm x 34.5 mm) (Pack of 10)",4863.0,
Networking & Smart Home,Mainstream,Renewed/Refurbished,True,Current-Gen,,,,,,,,WiFi 6E,Google,1.0,0.95,Google Nest WiFi Pro 6E GA03030-US Mesh Router [Color Snow] (Renewed),4864.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,650.0,,,,MSI,1.0,0.95,MSI MAG A650BE Gaming Power Supply - 80 Plus Bronze Certified 650W - Semi-Modular - Low Noise ATX PSU,4865.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,KODAK,5.0,0.95,"KODAK Portra 400 Professional ISO 400, 120 propack, Color Negative Film (5 Rolls per Pack)",4866.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,Taramps,1.0,0.9,"Taramps Monitor Level Remote Controller Volume Regulator Bass Knob Exclusively for Taramps Specific Amplifier, Volume Remote, Black, Small, Adjuster Integrated LEDs: On, Clip and Protection.",4867.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,,,,,165.0,,,,Dell,1.0,1.0,Dell Laptop Charger 165W Watt USB Type C AC Power Adapter Precision 5680 28V 5.893A,4868.0,
Networking & Smart Home,Premium,New,True,Current-Gen,,,,,,,,,Garmin,1.0,1.0,"Garmin Approach Z82, Golf GPS Laser Range Finder, Accuracy Within 10” of The Flag, 2-D Course Overlays",4869.0,
Peripherals & Input Devices,Budget,New,False,Legacy,,,35.4,,,,,,Amazon Basics,1.0,0.95,"Amazon Basics Magnetic White Board with Pen Tray, Dry Erase Board, Aluminum Trim, 35.4"" x 23.6""",4870.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,32.0,,100.0,,,,,SanDisk,10.0,0.95,SanDisk 32GB Ultra SD Memory Card (10 Pack) SDHC UHS-I Card 100 MB/s Class 10 (SDSDUNR-032G-GN3IN) Bundle with (1) Everything But Stromboli SD/Micro Card Reader,4871.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,140.0,,,Thunderbolt 5,OWC,1.0,0.9,"OWC Thunderbolt 5 Hub, 3 x Thunderbolt 5 Ports, USB-A Port, Up to 80/120Gb/s, Up to 3 8k displays, 140 w Power & Charging, Compatible with Mac & PC, Thunderbolt 5/4/3, USB4 & USB-C",4872.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,FHD (1080p),,,Lenovo,1.0,0.9,"Lenovo HD 1080p Webcam (300 FHD)- Black w/ 95° Wide Angle, 360° Rotation Pan & Tilt, Dual Microphones, Privacy Shutter",4873.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,5.25,300.0,300.0,,,,Pioneer,2.0,0.9,"Pioneer TS-501M 4-Way Coaxial Car Audio Speakers (Pair) - 5-1/4"" Round, 300 W Max Power, Black and Red",4874.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,12.0,512.0,15.6,,,HD/HD+,i3,WiFi,Lenovo,1.0,0.95,"Lenovo Ideapad 3 Laptop, 15.6"" HD Touchscreen Display, 11th Gen Intel Core i3-1115G4 Processor, 12GB DDR4 RAM, 512GB PCIe SSD, Bluebooth, Webcam, Wi-Fi, HDMI, Windows 11 Home, Grey",4875.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Canon,4.0,0.95,Canon PGI-270 Pigment Black Ink Tank CLI-271 CMYK Ink Tank 4-Pack,4876.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,,,Ryzen 3,,AMD,1.0,0.95,AMD Ryzen 3 3200G 4-core unlocked desktop processor with Radeon Graphics,4877.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,,,,OM System,1.0,1.0,"OM System LI-92B Rechargeable Li-Ion Battery for Tough TG-5, Tough TG-6, and Tough TG-7 Cameras",4878.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,Cooler Master,1.0,0.95,"Cooler Master NotePal X-Slim Ultra-Slim Laptop Cooling Pad with 160mm Fan (R9-NBC-XSLI-GP),Black X-Slim",4879.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,Kensington,1.0,0.9,"Kensington Orbit Wireless Trackball with Scroll Ring - Black-Red (K70990WW),",4880.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,DYMO,2.0,1.0,"DYMO Industrial Label Maker & Carry-Case RhinoPRO 5200 Label Maker, for Job Sites and Heavy-Duty Labeling Jobs, Prints Fast, Includes 2 Rolls of DYMO Industrial Vinyl Labels",4881.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,JBL,1.0,0.95,"JBL Xtreme 3 - Portable Bluetooth Speaker, powerful sound and deep bass, IP67 waterproof, 15 hours of playtime, powerbank, PartyBoost for multi-speaker pairing (Blue)",4882.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,adidas,1.0,0.9,"adidas Primetime Large Backpack for Women and Men, Big Bag with Laptop Sleeve, Black/Gold Metallic, One Size",4883.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,E-Z Ink,1.0,0.9,E-Z Ink Compatible Toner Cartridge Replacement for Brother TN450 TN420 TN-450 TN-420 to use with HL-2270DW HL-2280DW HL-2230 HL-2240 MFC-7360N MFC-7860DW DCP-7065DN Intellifax 2840 2940 (1 Black),4884.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,EPSON,1.0,0.95,"EPSON 212 Claria Ink High Capacity Magenta Cartridge (T212XL320-S) Works with WorkForce WF-2830, WF-2850, Expression XP-4100, XP-4105",4885.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,Sony,1.0,1.0,Sony FE 70-200mm f/2.8 GM OSS Lens,4886.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,ESR,2.0,0.95,"ESR for MagSafe Phone Grip, MagSafe Ring Holder, Magnetic Phone Ring Holder, Magnetic Phone Grip with 2-Way Adjustable Stand for iPhone 16/15/14/13/12, Samsung, All Smartphones(2 Metal Rings included)",4887.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,,,,,,,Mounting Dream,1.0,0.95,"Mounting Dream Soundbar Mount Sound Bar TV Bracket with Holes/Without Holes, Non-Slip Base Holder Extends 3.4"" to 6.1"", Up to 20 LBS, Safe and Easy to Install MD5425",4888.0,
PC Components (Core),Premium,New,True,Cutting-Edge,12.0,,,2557.0,,,RTX 5070,,MSI,1.0,1.0,"MSI Gaming RTX 5070 12G Shadow 3X OC Graphics Card (12GB GDDR7, 192-bit, Extreme Performance: 2557 MHz, DisplayPort x3 2.1a, HDMI 2.1b, NVIDIA Blackwell Architecture)",4889.0,
