category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id,error_log
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Panasonic,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Panasonic RF-P50d Pocket AM/FM Radio Silver RF-P50D,1101.0,
Accessories,strap_grip,Mainstream,New,False,Current-Gen,PopSockets,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"PopSockets Phone Grip with Expanding Kickstand, Adhesive Grip, Into The Woods - Mystic Forest",1102.0,
Peripherals & Input,trackpad,Mainstream,New,False,Current-Gen,Kensington,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Kensington Expert Wireless Trackball Mouse (K72359WW) Black, 3.5"" x 6.1"" x 8""",1103.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,adidas,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"adidas Stadium Team Sports Backpack for Men and Women (36l) Durable Athletic Laptop Bag, Navy Blue/3.0, One Size",1104.0,
"Cameras, Photography & Video",action_cam,Mainstream,New,True,Current-Gen,GoPro,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"GoPro HERO13 Black Creator Edition - Includes HERO13 Black, Volta (Battery Grip, Tripod, Remote), Media Mod, Light Mod, Enduro Battery, Magnetic Latch Mount and Carrying Case",1105.0,
Networking & Smart Home,range_extender,Mainstream,New,False,Current-Gen,NETGEAR,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,AC1900,35.0,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"NETGEAR WiFi Mesh Range Extender EX6400 - Coverage up to 2100 sq.ft. and 35 Devices with AC1900 Dual Band Wireless Signal Booster & Repeater (up to 1900Mbps Speed), Plus Mesh Smart Roaming",1106.0,
Accessories,mount_small,Mainstream,New,False,Current-Gen,UGREEN,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desk_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"UGREEN Car Phone Mount for Magsafe Air Vent Car Mount Magnetic Phone Holder Compatible with iPhone 16 15 14 13 12 Pro Max, Strongest Magnet Black",1107.0,
Audio & Media Systems,soundbar,Mainstream,New,False,Current-Gen,Hisense,0.95,,,,,,,,,,,,,,2.1,240.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Hisense HS2100 2.1 Ch 240W Sound Bar with Wireless Subwoofer - DTS Virtual X, Dolby Audio, Ezplay, 6 EQ Modes, HDMI ARC, Bluetooth 5.3",1108.0,
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,KICKER,0.9,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"KICKER 46CSC654 CS-Series CSC65 6.5-Inch (160mm) Coaxial Speakers, 4-Ohm (Pair)",1109.0,
Mobile Devices,smartphone,Premium,Renewed/Refurbished,True,Current-Gen,Apple,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,iPhone 16e,5G,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Apple iPhone 16e, 128GB, eSIM, Black- Unlocked (Renewed Premium)",1110.0,
Audio & Media Systems,microphone,Mainstream,New,False,Current-Gen,OnStage,0.9,,,,,,,,,,,,,,,,,,,,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"OnStage MS7701B Tripod Microphone Boom Stand, black",1111.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Pyle,0.9,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Pyle 6.5 Inch Dual Marine Speakers - 2 Way Waterproof and Weather Resistant Outdoor Audio Stereo Sound System with 200 Watt Power, Poly Carbon Cone and Butyl Rubber Surround - 1 Pair - PLMR62 (White)",1112.0,
Accessories,remote_control,Mainstream,New,True,Current-Gen,Canon,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Canon Wireless Remote Control BR-E1,1113.0,
Networking & Smart Home,router,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,AC867,,Dual-Band,True,,Wired,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,TP-Link CPE710 | 5GHz AC 867Mbps Long Range Gigabit Outdoor CPE for PtP and PtMP Transmission | Point to Point Wireless Bridge | 23dBi | Passive PoE Powered w/Free PoE Injector | Pharos Control,1114.0,
Out of Scope,excluded,Mainstream,New,False,Legacy,Wrangler,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Wrangler Yellowstone Sturdy Backpack for Travel Classic Logo Water Resistant Casual Daypack for Travel with Padded Laptop Notebook Sleeve,1115.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Canon,0.95,,True,,A4,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Canon PG-245 XL / CL-246 XL Genuine Ink Value Pack (2 Cartridges) with 50-Sheet Photo Paper, Compatible with iP2820, MG2420/2924/2920/3020/2522/2525, MX492, TS3120/302/302a/202/202a/4520/3320",1116.0,
Networking & Smart Home,wifi_adapter,Mainstream,New,False,Current-Gen,8BitDo,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,True,,,,gpt-4o-mini,"8BitDo Wireless USB Adapter 2 for Switch/Switch 2, Windows PC, Mac & Raspberry Pi, Compatible with Xbox Series X & S Controller, Xbox One Bluetooth Controller, Switch Pro and PS5 Controller (Black)",1117.0,
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,GVM,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"GVM 2 Pack LED Video Lighting Kits with APP Control, Bi-Color Variable 2300K~6800K with Digital Display Brightness of 10~100% for Video Photography, CRI97+ TLCI97 Led Video Light Panel +Barndoor",1118.0,
Peripherals & Input,dock_hub,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,gpt-4o-mini,"UGREEN HDMI KVM Switch 2 Monitors 2 Computers 4K@60Hz, with 4 USB 3.0 Ports for 2 Computers Sharing 2 Monitors Keyboard Mouse Printer with 4 HDMI Cables, 2 USB Cables, Power Adapter and Controller",1119.0,
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Nitecore,0.95,,,,,,,,,,,,20000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Nitecore NB20000 Gen 3 Power Bank, 20000mAh Fast Charging QC PD Compatible with iPhone, Samsung Galaxy and Tablets with Lumentac USB Charging Cable (Dual USB-C)",1120.0,
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,CyberPower,1.0,,,,,,,,1500.0,VA,False,,1500.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"CyberPower PR1500LCD Smart App Sinewave UPS System, 1500VA/1500W, 8 Outlets, AVR, Mini-Tower",1121.0,
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Razer,0.95,,,,,,,,,,,,,,,,,,,over-ear,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,3.5 mm,,,,,,,False,,,,gpt-4o-mini,"Razer Kraken Gaming Headset: Lightweight Aluminum Frame - Retractable Noise Isolating Microphone - for PC, PS4, PS5, Switch, Xbox One, Xbox Series X & S, Mobile - 3.5 mm Headphone Jack - Black/Blue",1122.0,
Mobile Devices,tablet,Mainstream,New,False,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,Galaxy Tab A7 Lite,WiFi,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"SAMSUNG Galaxy Tab A7 Lite 8.7"" 32GB WiFi Android Tablet, Compact, Portable, Slim Design, Kid Friendly, Sturdy Metal Frame, Expandable Storage, Long Lasting Battery, US Version, 2021, Gray",1123.0,
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Epson,1.0,Inkjet,True,True,A4,35.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,WF-3823,,,,,,,True,,,,,,,,,True,,,,gpt-4o-mini,"Epson Workforce Pro WF-3823 Wireless All-in-One Printer with Auto 2-Sided Printing, 35-Page ADF, 250-Sheet Paper Tray and 2.7"" Color Touchscreen, Black",1124.0,
Computers & Gaming,mini_pc,Mainstream,Renewed/Refurbished,False,Current-Gen,HP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i5-8500T,,,16.0,256.0,DDR4,,,,,,,,,EliteDesk 800 G4 Mini,,,,,,,,,,,,,,,,,,NVMe,,gpt-4o-mini,"HP EliteDesk 800 G4 Mini Tiny Business PC, Intel Hexa-Core i5-8500T up to 3.5GHz, 16GB DDR4 RAM, 256GB NVMe SSD, Dual Monitor Support, WiFi, Bluetooth, HDMI, DisplayPort, Win11 Pro 64-bit (Renewed)",1125.0,
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Renata,0.9,,,,,,2.0,,,,,,1.55,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Renata 394 SR936SW Batteries - 1.55V Silver Oxide 394 Watch Battery (2 Count),1126.0,
Computers & Gaming,laptop,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,FHD_1080p,,,,,,,,,,,,,,,,,,,,,4.0,224.0,,,,,,,,,,,,True,,,,,True,,,,,,,,,True,,,,gpt-4o-mini,"SAMSUNG 12.2"" FHD 2-in-1 Touchscreen Chromebook Plus Laptop for Business&Students, Intel Dual-Core, 4GB RAM, 224GB Storage(64GB eMMC+160GB Docking Station Set), Stylus Pen, Wireless Mouse, Silver",1127.0,
Audio & Media Systems,earbuds,Mainstream,New,False,Current-Gen,Skullcandy,0.95,,,,,,,,,,,,,,,,,,,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Skullcandy Push Play Active Wireless Earbuds, Bluetooth Headphones, Noise Isolating, 34 Hrs Battery, Secure-Fit Over-Ear Hanger, Sweat Water Resistant, Microphone for iPhone Android - Black/Orange​",1128.0,
PC Components (Core),hdd_internal,Mainstream,New,False,Current-Gen,Seagate,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,ST5000LM000,,,,,,,,,SATA 6Gb/s,,,,,,,,,HDD,,gpt-4o-mini,Seagate BarraCuda 5TB Internal Hard Drive HDD – 2.5 Inch SATA 6Gb/s 5400 RPM 128MB Cache for Computer Desktop PC (ST5000LM000),1129.0,
Accessories,strap_grip,Mainstream,New,False,Current-Gen,PopSockets,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"​​​​PopSockets Phone Grip with Expanding Kickstand, Adhesive Grip - Rosebud Pink",1130.0,
Networking & Smart Home,wifi_adapter,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"UGREEN WiFi Adapter for Desktop PC, AX900 USB WiFi 6 Adapter with 5GHz/2.4GHz Dual Band, 6dBi High Gain Antenna, Built-in Driver for Win11/10",1131.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Motorola,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Motorola PMMN4025 Original PMMN4025AL Remote Speaker Microphone,1132.0,
Mobile Devices,gamepad,Mainstream,New,False,Current-Gen,8Bitdo,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"8Bitdo Zero 2 Bluetooth Gamepad Keychain Sized Mini Controller for Switch, Windows, Android, macOS & Raspberry Pi(Pink Edition) - Nintendo Switch",1133.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,Laser,False,False,A4,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 305A Black Toner Cartridge for HP Printers | Works with Printer Series: LaserJet Pro 300 M351, 300 MFP M375, 400 M451, 400 MFP M475 | CE410A",1134.0,
Accessories,protection_case,Mainstream,New,False,Current-Gen,MOSISO,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,MacBook Air,,,,,,,,gpt-4o-mini,"MOSISO Compatible with MacBook Air 13 inch Case 2022 2021 2020 2019 2018 Release A2337 M1 A2179 A1932 Touch ID, Plastic Hard Shell Cover&Keyboard Cover for MacBook Air 13.3 inch Case, Midnight Green",1135.0,
Peripherals & Input,sd_card,Mainstream,New,False,Current-Gen,Lexar,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flash,,gpt-4o-mini,"Lexar 256GB Professional Gold Micro SD Card, UHS-II, C10, U3, V60, A1, Full HD, 4K, Up to 280/180 MB/s microSDXC Memory Card, for Drones, Action Cameras, Portable Gaming Devices (LMSGOLD256G-BNNNG)",1136.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Epson,0.95,Inkjet,True,False,A4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Epson 812 DURABrite Ultra Ink High Capacity Yellow Cartridge (T812XL420-S) Works with Workforce Pro WF-7310, WF-7820, WF-7840, Workforce EC-C7000",1137.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Motorola Solutions,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Motorola Solutions, Portable FRS, T210, Talkabout, Two-Way Radios, Rechargeable, 22 Channel, 20 Mile, Black W/Red, 2 Pack",1138.0,
Networking & Smart Home,wifi_adapter,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL-WN725N,,,,,,,,,USB,,,,,,M-to-F,True,,,,gpt-4o-mini,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle for Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3, 2.4GHz Only",1139.0,
Accessories,protection_case,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ESR for iPad Mini 7 A17 Pro Case, iPad Mini 7th/6th Generation Case (2024/2021), Slim and Light, Shock and Drop Protection, Yellowing Resistant, Hard Back, Supports Pencil Pro & Pencil(USB-C), Clear",1140.0,
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,Laser,False,False,A4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 83X Black High-yield Toner Cartridge | Works with HP LaserJet Pro M201, HP LaserJet Pro MFP M225 Series | CF283X",1141.0,
PC Components (Core),case_fan,Mainstream,New,False,Current-Gen,ARCTIC,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,ARCTIC Case Fan Hub - 10-fold PWM Fan Distributor with SATA Power - Black,1142.0,
PC Components (Core),cpu,Mainstream,New,True,Current-Gen,AMD,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 9,,,,,DDR4,,,,,,,,,Ryzen 9 5900X,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"AMD Ryzen 9 5900X 12-core, 24-Thread Unlocked Desktop Processor",1143.0,
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,MSI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,FHD_1080p,,144.0,,,,,,,,,,,,,,,,Ryzen 7-7735HS + NVIDIA Geforce RTX 4050,,,16.0,512.0,,,,,,True,,,,B7VE-214US,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"MSI Thin A15 15.6” 144Hz FHD Gaming Laptop: Ryzen 7-7735HS, NVIDIA Geforce RTX 4050, 16GB DDR5, 512GB NVMe SSD, Cooler Boost 5, Win 11: Black B7VE-214US",1144.0,
Accessories,protection_case,Mainstream,New,False,Current-Gen,BAGSMART,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,,,,,,,,,gpt-4o-mini,"BAGSMART Electronics Organizer Travel Case, Cable Charger Cord Tech Organizer Pouch for Phone Charger Accessories, Black",1145.0,
"Office, Printing & Power",printer,Mainstream,New,True,Current-Gen,Canon,0.95,Inkjet,True,False,Wide-Format/Plotter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Canon imagePROGRAF TC-21 24"" - Large Format Printer, Poster & Plotter Printer, Automatic Roll & Cut Sheet Paper Feeder, Includes 280 ml of Ink, White",1146.0,
"Office, Printing & Power",battery,Mainstream,New,True,Legacy,Energizer,0.95,,,,,,4.0,,,,,,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Energizer LR44 1.5V Button Cell Battery x 4 Batteries (Replaces: LR44, CR44, SR44, 357, SR44W, AG13, G13, A76, A-76, PX76, 675, 1166a, LR44H, V13GA, GP76A, L1154, RW82B, EPX76, SR44SW, 303, SR44, S303, S357, SP303, SR44SW) ""Energizer Brand Name Batteries""",1147.0,
Audio & Media Systems,microphone,Mainstream,New,True,Current-Gen,Rode,0.95,,,,,,,,,,,,,,,,,,,,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Rode VideoMic NTG Camera-mount Shotgun Microphone,Black",1148.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,,True,,,,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"EPSON 200 DURABrite Ultra Ink Standard Capacity Black & Color Cartridge Combo Pack (T200120-BCS) Works with WorkForce WF-2520, WF-2530, WF-2540, Expression XP-200, XP-300, XP-310, XP-400, XP-410",1149.0,
"Cameras, Photography & Video",lens,Mainstream,New,True,Current-Gen,Nikon,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Nikon NIKKOR Z 28-400mm f/4-8 VR Mirrorless Lens,1150.0,
"Cameras, Photography & Video",webcam,Mainstream,New,True,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Logitech C922 Pro Stream Webcam 1080P Camera,1151.0,
Displays & Mounting,tv,Mainstream,New,True,Current-Gen,Samsung,1.0,,,,,,,,,,,,,,,,,,,,,,4K_UHD,,,True,,,,,,,,,,,,,,50.0,4K_UHD,QLED,,True,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,The Frame LS03F,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Samsung 50-Inch Class The Frame LS03F 4K QLED Smart TV (2025 Model) Modern Frame Design, NQ4 AI Gen2 Processor, Art Mode, Artful Picture Quality, Samsung Vision AI, Alexa Built-in",1152.0,
Accessories,cable,Mainstream,New,False,Current-Gen,Kensington,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Kensington N17 Dell Laptop Computer Lock, Combination Security Locking Cable (K68008WW) Black",1153.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Polaroid Originals,0.9,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Polaroid Originals, Color Film (600), 8 Photos",1154.0,
"Office, Printing & Power",excluded,Mainstream,New,False,Current-Gen,Avery,0.9,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Avery Dividers for 3 Ring Binders, 8-Tab Sets, Two-Pocket Plastic Binder Dividers with Tabs, Multicolor, 3 Sets (71907)",1155.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Motorola Solutions,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Motorola Solutions T803 Waterproof IP54 Two Way Radio Walkie Talkie 35 mi. Bluetooth w/Charging Dock 2-Pack (Lime Green),1156.0,
Accessories,cable,Mainstream,New,False,Current-Gen,LISEN,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.048,USB-C,False,Silicone,"iPhone, Samsung, MacBook, iPad",False,False,M-to-M,False,,,100.0,gpt-4o-mini,"LISEN USB C Cable 10 FT, Chubby 100W Soft Silicone USB C to USB C Fast Charging Cable, USBC to USBC for iPhone 16 Pro Max Charger Cord, Samsung S25, iPhone 15, MacBook Pro/Air, Switch 2, iPad Air 17",1157.0,
