category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,original_title,case_keyboard,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,log_original_price,log_purchased_last_month,log_total_reviews,brand_subtype,image_url,product_url
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,HP,0.95,Thermal,True,False,Wide-Format/Plotter,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,"HP Sprocket Photo Booth Machine Instant Color Photo Printer - 10.1"" Touchscreen Photobooth, LED Ring Light - Customize w/ 250+ Frames, Prints on 3x4 Zink Paper or Share via QR Code, Mobile App - White",False,4.0,No Badge,Organic,1,0,1,0.0,6.398578295461671,3.9318256327243257,5.762051382780177,HP_printer,https://m.media-amazon.com/images/I/71AH5rGSqwL._AC_UL320_.jpg,/HP-Sprocket-Machine-Instant-Printer/dp/B0DL72M19F/ref=sr_1_8778?dib=eyJ2IjoiMSJ9.NleR9w2NPBWcElqEQBidK4-RuGnk4oTPSDtF6Zvp9Ugj1zzaFt8RoY5QbwsKgtnDVVT1Hhc0-k7fZMQ9cRhvfmyU7fpvfMSoIJYC_sUgmTeCbhyb8OOwBRlsXbuqF1k6BSqTthN0t2ybS3BLHbtxWzpHy0oegOzWSmGSnRSmtwNM3d3AQ_7jTrGEq5gVgQP5Ro3BFHAIPBpjkKK1QresdUwAeMfiTBq7kbXT8FmvHMl2APHMXNSjwMfViSkzyLdxQP1jW1fCsmpkOVEphiGLSYrTvKnC0Nv7QLptptxd2Lk.7QNh75xO5ojm9wY9eWss_29Zdkiwe5q9HsibBkJ5MJ4&dib_tag=se&qid=1756097641&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8778
Accessories,cable,Mainstream,New,True,Current-Gen,Samsung,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,USB-C to USB-A,,,,,,M-to-M,False,,,,"Samsung EP-DN930CWEGUS USB-C to USB-A Sync and Transfer Cable, 1 Meter, Retail Packaging, White",False,4.6,No Badge,Organic,1,0,0,0.0,2.7073833121145063,5.993961427306569,7.947325027016463,Samsung_cable,https://m.media-amazon.com/images/I/51WEIlhSALL._AC_UL320_.jpg,/Samsung-EP-DN930CWEGUS-Transfer-Retail-Packaging/dp/B01IPJX0FO/ref=sr_1_8771?dib=eyJ2IjoiMSJ9.NleR9w2NPBWcElqEQBidK4-RuGnk4oTPSDtF6Zvp9Ugj1zzaFt8RoY5QbwsKgtnDVVT1Hhc0-k7fZMQ9cRhvfmyU7fpvfMSoIJYC_sUgmTeCbhyb8OOwBRlsXbuqF1k6BSqTthN0t2ybS3BLHbtxWzpHy0oegOzWSmGSnRSmtwNM3d3AQ_7jTrGEq5gVgQP5Ro3BFHAIPBpjkKK1QresdUwAeMfiTBq7kbXT8FmvHMl2APHMXNSjwMfViSkzyLdxQP1jW1fCsmpkOVEphiGLSYrTvKnC0Nv7QLptptxd2Lk.7QNh75xO5ojm9wY9eWss_29Zdkiwe5q9HsibBkJ5MJ4&dib_tag=se&qid=1756097641&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8771
Accessories,cable,Mainstream,New,False,Current-Gen,DEWALT,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8288,USB-C/Micro USB/USB,,,"iPhone, iPad, Android Smartphones",,,M-to-M,,,,,"DEWALT Heavy Duty 4-in-1 Cable, Type C/Micro USB/USB Cable for iPhone 16, iPhone 15, iPad Charger USB C, Huawei, HTC, LG, Samsung Galaxy, Android Smartphones, iPad Pro, Micro C Charging (6ft, Black)",False,4.5,No Badge,Organic,1,0,1,0.0,3.043569602968151,5.707110264748875,5.293304824724492,DEWALT_cable,https://m.media-amazon.com/images/I/71DUsI8eWmL._AC_UL320_.jpg,/dewalt-4-Charging-Cable-Reinforced/dp/B0CBT59576/ref=sr_1_8761?dib=eyJ2IjoiMSJ9.NleR9w2NPBWcElqEQBidK4-RuGnk4oTPSDtF6Zvp9Ugj1zzaFt8RoY5QbwsKgtnDVVT1Hhc0-k7fZMQ9cRhvfmyU7fpvfMSoIJYC_sUgmTeCbhyb8OOwBRlsXbuqF1k6BSqTthN0t2ybS3BLHbtxWzpHy0oegOzWSmGSnRSmtwNM3d3AQ_7jTrGEq5gVgQP5Ro3BFHAIPBpjkKK1QresdUwAeMfiTBq7kbXT8FmvHMl2APHMXNSjwMfViSkzyLdxQP1jW1fCsmpkOVEphiGLSYrTvKnC0Nv7QLptptxd2Lk.7QNh75xO5ojm9wY9eWss_29Zdkiwe5q9HsibBkJ5MJ4&dib_tag=se&qid=1756097641&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8761
Audio & Media Systems,receiver,Mainstream,New,False,Current-Gen,Kicker,0.9,,,,,,,,,,,,,,1.0,1200.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kicker 46CXA12001 CXA12001 1200-watt Mono Class D Subwoofer Amp,False,4.6,No Badge,Organic,1,0,0,0.0,5.888767148869639,3.9318256327243257,6.077642243349034,Kicker_receiver,https://m.media-amazon.com/images/I/711pFSxX34L._AC_UL320_.jpg,/Kicker-46CXA12001-Audio-Amplifier-CXA1200-1/dp/B07NS9SSNK/ref=sr_1_8765?dib=eyJ2IjoiMSJ9.NleR9w2NPBWcElqEQBidK4-RuGnk4oTPSDtF6Zvp9Ugj1zzaFt8RoY5QbwsKgtnDVVT1Hhc0-k7fZMQ9cRhvfmyU7fpvfMSoIJYC_sUgmTeCbhyb8OOwBRlsXbuqF1k6BSqTthN0t2ybS3BLHbtxWzpHy0oegOzWSmGSnRSmtwNM3d3AQ_7jTrGEq5gVgQP5Ro3BFHAIPBpjkKK1QresdUwAeMfiTBq7kbXT8FmvHMl2APHMXNSjwMfViSkzyLdxQP1jW1fCsmpkOVEphiGLSYrTvKnC0Nv7QLptptxd2Lk.7QNh75xO5ojm9wY9eWss_29Zdkiwe5q9HsibBkJ5MJ4&dib_tag=se&qid=1756097641&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8765
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,OtterBox,0.9,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wireless,,,MagSafe,,,,True,,,,OtterBox Wireless Charging Pad for MagSafe - Black,False,4.4,No Badge,Organic,1,0,0,0.0,3.4008639927609177,5.303304908059076,6.1463292576688975,OtterBox_charger,https://m.media-amazon.com/images/I/51LcMv8abdL._AC_UL320_.jpg,/OtterBox-Wireless-Charging-Pad-MagSafe/dp/B09SCXJZ7R/ref=sr_1_8769?dib=eyJ2IjoiMSJ9.NleR9w2NPBWcElqEQBidK4-RuGnk4oTPSDtF6Zvp9Ugj1zzaFt8RoY5QbwsKgtnDVVT1Hhc0-k7fZMQ9cRhvfmyU7fpvfMSoIJYC_sUgmTeCbhyb8OOwBRlsXbuqF1k6BSqTthN0t2ybS3BLHbtxWzpHy0oegOzWSmGSnRSmtwNM3d3AQ_7jTrGEq5gVgQP5Ro3BFHAIPBpjkKK1QresdUwAeMfiTBq7kbXT8FmvHMl2APHMXNSjwMfViSkzyLdxQP1jW1fCsmpkOVEphiGLSYrTvKnC0Nv7QLptptxd2Lk.7QNh75xO5ojm9wY9eWss_29Zdkiwe5q9HsibBkJ5MJ4&dib_tag=se&qid=1756097641&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8769
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Monster,0.95,,,,,,,,,,,,,,,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"Monster Mission 200 Bluetooth Headphones, Wireless Headphones with 3 EQ Modes, Low Latency HiFi Stereo Foldable Lightweight Headset, 60H Playtime,Deep Bass for Home Office Cellphone PC Ect",False,0.0,No Badge,Organic,1,0,0,0.0,5.141605075260502,5.303304908059076,0.0,Monster_headphones,https://m.media-amazon.com/images/I/61FdfGwLMxL._AC_UL320_.jpg,/Monster-Mission-200-Headphones-Lightweight/dp/B0DYJV1JW6/ref=sr_1_8799?dib=eyJ2IjoiMSJ9.bs0olLmU0u68hAlueu8HzvqbBiGVRGGhD2hOEmG4sXySUvOsX2cCfm7hntZiNl1kH7_0jLY9CJG1mL9f-cW1b7wmH4pCW5lQpNKyGvjvMVA6QlbgvF19kx7Hnx5kCxF24id8-n6bGuys5KHFDESQomCcFqR6_h0XQ7UtSvgx113vE4htI-CCm5Kk0VMZNxPAsok1RfTDRZq-Jq6XYLrapvHwY-0B2gp_T2O_jQ5Vw2Ouim3HaU4DybRs1ClLcVjfWjw5Xopab_aumaWEJ9lRCxdN8RbG4ULzEqbTYuQs_PI.Tq_RH_PSvWuK3TwMnOuf4nX1Z6FJo6uU9EX9vjB02JA&dib_tag=se&qid=1756097654&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8799
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Jabra,0.95,,,,,,,,,,,,,,,,,,True,on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"Jabra Evolve 65 TE (Third Edition) Wireless Single-Ear Headphones - Noise-Canceling Mic, 16 hr Battery Life, Dual Connectivity, MS Teams Certified, Supports Other Platforms, Black",False,4.2,No Badge,Organic,1,0,0,0.15,5.075173815233827,4.61512051684126,2.3978952727983707,Jabra_headphones,https://m.media-amazon.com/images/I/51v8BNi2+7L._AC_UL320_.jpg,/Jabra-Evolve-Wireless-Single-Ear-Headphones/dp/B0DG4BGKMP/ref=sr_1_8805?dib=eyJ2IjoiMSJ9.bs0olLmU0u68hAlueu8HzvqbBiGVRGGhD2hOEmG4sXySUvOsX2cCfm7hntZiNl1kH7_0jLY9CJG1mL9f-cW1b7wmH4pCW5lQpNKyGvjvMVA6QlbgvF19kx7Hnx5kCxF24id8-n6bGuys5KHFDESQomCcFqR6_h0XQ7UtSvgx113vE4htI-CCm5Kk0VMZNxPAsok1RfTDRZq-Jq6XYLrapvHwY-0B2gp_T2O_jQ5Vw2Ouim3HaU4DybRs1ClLcVjfWjw5Xopab_aumaWEJ9lRCxdN8RbG4ULzEqbTYuQs_PI.Tq_RH_PSvWuK3TwMnOuf4nX1Z6FJo6uU9EX9vjB02JA&dib_tag=se&qid=1756097654&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8805
Accessories,protection_case,Mainstream,New,False,Current-Gen,Kensington,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kensington Blackbelt Rugged Case for Surface Pro 11/10/9, 13"" Military-Grade Protection - Black (K96541WW)",False,4.3,No Badge,Organic,1,0,0,0.0,3.58324112209094,5.303304908059076,6.513230110912307,Kensington_protection_case,https://m.media-amazon.com/images/I/71JR4AEIzjL._AC_UL320_.jpg,/Kensington-Blackbelt-Surface-Rugged-Case/dp/B0B8Z5HQSZ/ref=sr_1_8807?dib=eyJ2IjoiMSJ9.bs0olLmU0u68hAlueu8HzvqbBiGVRGGhD2hOEmG4sXySUvOsX2cCfm7hntZiNl1kH7_0jLY9CJG1mL9f-cW1b7wmH4pCW5lQpNKyGvjvMVA6QlbgvF19kx7Hnx5kCxF24id8-n6bGuys5KHFDESQomCcFqR6_h0XQ7UtSvgx113vE4htI-CCm5Kk0VMZNxPAsok1RfTDRZq-Jq6XYLrapvHwY-0B2gp_T2O_jQ5Vw2Ouim3HaU4DybRs1ClLcVjfWjw5Xopab_aumaWEJ9lRCxdN8RbG4ULzEqbTYuQs_PI.Tq_RH_PSvWuK3TwMnOuf4nX1Z6FJo6uU9EX9vjB02JA&dib_tag=se&qid=1756097654&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8807
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,0.95,,True,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ImagePROGRAF PRO-1000,,,,,,,,"Canon PFI-1000 Genuine Twelve Ink Pack, Compatible with Compatible with ImagePROGRAF PRO-1000 Printers",False,4.6,No Badge,Organic,1,0,0,0.0,6.551080335043404,3.9318256327243257,4.553876891600541,Canon_toner_ink,https://m.media-amazon.com/images/I/71+9UQIM-hL._AC_UL320_.jpg,/Canon-PFI-1000-Color-Pack-Small/dp/B08JJLV3DD/ref=sr_1_8803?dib=eyJ2IjoiMSJ9.bs0olLmU0u68hAlueu8HzvqbBiGVRGGhD2hOEmG4sXySUvOsX2cCfm7hntZiNl1kH7_0jLY9CJG1mL9f-cW1b7wmH4pCW5lQpNKyGvjvMVA6QlbgvF19kx7Hnx5kCxF24id8-n6bGuys5KHFDESQomCcFqR6_h0XQ7UtSvgx113vE4htI-CCm5Kk0VMZNxPAsok1RfTDRZq-Jq6XYLrapvHwY-0B2gp_T2O_jQ5Vw2Ouim3HaU4DybRs1ClLcVjfWjw5Xopab_aumaWEJ9lRCxdN8RbG4ULzEqbTYuQs_PI.Tq_RH_PSvWuK3TwMnOuf4nX1Z6FJo6uU9EX9vjB02JA&dib_tag=se&qid=1756097654&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8803
Accessories,cable,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.048,USB-C 2.0,,,,,,M-to-M,False,,,,"Amazon Basics USB-C to USB-C 2.0 Fast Charger Cable, 480Mbps Speed, USB-IF Certified, for Apple iPhone 16/15, iPad, Samsung Galaxy, Tablets, Laptops, 10 Foot, Black",False,4.6,No Badge,Organic,1,0,0,0.11,2.2071749081893874,5.993961427306569,7.405495663199472,Amazon Basics_cable,https://m.media-amazon.com/images/I/51WXdgH5VoL._AC_UL320_.jpg,/Amazon-Basics-Charging-Transfer-Certified/dp/B085SB6RSN/ref=sr_1_8796?dib=eyJ2IjoiMSJ9.bs0olLmU0u68hAlueu8HzvqbBiGVRGGhD2hOEmG4sXySUvOsX2cCfm7hntZiNl1kH7_0jLY9CJG1mL9f-cW1b7wmH4pCW5lQpNKyGvjvMVA6QlbgvF19kx7Hnx5kCxF24id8-n6bGuys5KHFDESQomCcFqR6_h0XQ7UtSvgx113vE4htI-CCm5Kk0VMZNxPAsok1RfTDRZq-Jq6XYLrapvHwY-0B2gp_T2O_jQ5Vw2Ouim3HaU4DybRs1ClLcVjfWjw5Xopab_aumaWEJ9lRCxdN8RbG4ULzEqbTYuQs_PI.Tq_RH_PSvWuK3TwMnOuf4nX1Z6FJo6uU9EX9vjB02JA&dib_tag=se&qid=1756097654&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8796
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,DisplayPort 1.2 to HDMI 1.4,True,,,,,,,,,,"UGREEN 4K DisplayPort to HDMI Cable 1080P@120Hz, Active DP 1.2 to HDMI 1.4 Cord Alu Braided, Unidirectional Cable 6.6FT Compatible with Monitor, Desktop, HDTV, Laptop, AMD, NVIDIA",False,4.4,No Badge,Organic,0,0,0,0.23,2.63834278867739,5.303304908059076,6.645090969505644,UGREEN_cable,https://m.media-amazon.com/images/I/714vp13EqsL._AC_UL320_.jpg,/UGREEN-DisplayPort-Braided-Unidirectional-Compatible/dp/B0D53TVX8J/ref=sr_1_8791?dib=eyJ2IjoiMSJ9.bs0olLmU0u68hAlueu8HzvqbBiGVRGGhD2hOEmG4sXySUvOsX2cCfm7hntZiNl1kH7_0jLY9CJG1mL9f-cW1b7wmH4pCW5lQpNKyGvjvMVA6QlbgvF19kx7Hnx5kCxF24id8-n6bGuys5KHFDESQomCcFqR6_h0XQ7UtSvgx113vE4htI-CCm5Kk0VMZNxPAsok1RfTDRZq-Jq6XYLrapvHwY-0B2gp_T2O_jQ5Vw2Ouim3HaU4DybRs1ClLcVjfWjw5Xopab_aumaWEJ9lRCxdN8RbG4ULzEqbTYuQs_PI.Tq_RH_PSvWuK3TwMnOuf4nX1Z6FJo6uU9EX9vjB02JA&dib_tag=se&qid=1756097654&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8791
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,ELAC,0.95,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ELAC Debut 3.0 DB63-BK Bookshelf Speakers, Black Ash (Pair) - 1” Aluminum Dome Tweeter & 6.5” Aramid Fiber Woofer - 2-Way Bass Reflex - 42Hz to 38KHz Response",False,4.5,No Badge,Organic,1,0,0,0.0,6.214608098422191,3.9318256327243257,4.499809670330265,ELAC_speaker,https://m.media-amazon.com/images/I/619ix5IGSrL._AC_UL320_.jpg,/ELAC-Debut-DB63-BK-Bookshelf-Speakers/dp/B0D9WJQY2D/ref=sr_1_8787?dib=eyJ2IjoiMSJ9.bs0olLmU0u68hAlueu8HzvqbBiGVRGGhD2hOEmG4sXySUvOsX2cCfm7hntZiNl1kH7_0jLY9CJG1mL9f-cW1b7wmH4pCW5lQpNKyGvjvMVA6QlbgvF19kx7Hnx5kCxF24id8-n6bGuys5KHFDESQomCcFqR6_h0XQ7UtSvgx113vE4htI-CCm5Kk0VMZNxPAsok1RfTDRZq-Jq6XYLrapvHwY-0B2gp_T2O_jQ5Vw2Ouim3HaU4DybRs1ClLcVjfWjw5Xopab_aumaWEJ9lRCxdN8RbG4ULzEqbTYuQs_PI.Tq_RH_PSvWuK3TwMnOuf4nX1Z6FJo6uU9EX9vjB02JA&dib_tag=se&qid=1756097654&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8787
"Office, Printing & Power",battery,Mainstream,New,False,Legacy,Energizer,0.9,,,,,,,,,,,,2.0,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energizer 2CR5 Lithium Battery (Packaging may vary),False,4.6,No Badge,Organic,0,0,0,0.0,2.330200260027019,5.993961427306569,6.456769655572163,Energizer_battery,https://m.media-amazon.com/images/I/61a3-6fredL._AC_UL320_.jpg,/Energizer-EL2CR5BP-2CR5-Lithium-Battery/dp/B002YN2UWW/ref=sr_1_8786?dib=eyJ2IjoiMSJ9.bs0olLmU0u68hAlueu8HzvqbBiGVRGGhD2hOEmG4sXySUvOsX2cCfm7hntZiNl1kH7_0jLY9CJG1mL9f-cW1b7wmH4pCW5lQpNKyGvjvMVA6QlbgvF19kx7Hnx5kCxF24id8-n6bGuys5KHFDESQomCcFqR6_h0XQ7UtSvgx113vE4htI-CCm5Kk0VMZNxPAsok1RfTDRZq-Jq6XYLrapvHwY-0B2gp_T2O_jQ5Vw2Ouim3HaU4DybRs1ClLcVjfWjw5Xopab_aumaWEJ9lRCxdN8RbG4ULzEqbTYuQs_PI.Tq_RH_PSvWuK3TwMnOuf4nX1Z6FJo6uU9EX9vjB02JA&dib_tag=se&qid=1756097654&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8786
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,USB-C to DisplayPort 2.1,True,,,,,M-to-M,False,,,,"UGREEN USB C to DisplayPort 2.1 Cable 16K@30Hz 8K@120Hz 40Gbps Thunderbolt 4/3 to DisplayPort Cord Alu Braided Compatible iPhone 16/15 Pro Max, Galaxy S25, MacBook Pro/Air, iPad, Mac mini, XPS, 6.6FT",False,4.6,No Badge,Organic,0,0,0,0.18,3.7133281345162463,5.303304908059076,5.802118375377063,UGREEN_cable,https://m.media-amazon.com/images/I/81cdCnzMUrL._AC_UL320_.jpg,/UGREEN-DisplayPort-Thunderbolt-Braided-Compatible/dp/B0CLH5NTDM/ref=sr_1_8785?dib=eyJ2IjoiMSJ9.bs0olLmU0u68hAlueu8HzvqbBiGVRGGhD2hOEmG4sXySUvOsX2cCfm7hntZiNl1kH7_0jLY9CJG1mL9f-cW1b7wmH4pCW5lQpNKyGvjvMVA6QlbgvF19kx7Hnx5kCxF24id8-n6bGuys5KHFDESQomCcFqR6_h0XQ7UtSvgx113vE4htI-CCm5Kk0VMZNxPAsok1RfTDRZq-Jq6XYLrapvHwY-0B2gp_T2O_jQ5Vw2Ouim3HaU4DybRs1ClLcVjfWjw5Xopab_aumaWEJ9lRCxdN8RbG4ULzEqbTYuQs_PI.Tq_RH_PSvWuK3TwMnOuf4nX1Z6FJo6uU9EX9vjB02JA&dib_tag=se&qid=1756097654&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8785
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canon Print Head PF-06 for imagePROGRAF TM Series Printers,False,4.5,No Badge,Organic,1,0,0,0.31,6.2324480165505225,3.9318256327243257,4.762173934797756,Canon_toner_ink,https://m.media-amazon.com/images/I/71YkaiyG+8L._AC_UL320_.jpg,/Canon-PF-06-Print-Format-Printers/dp/B076RH9HQ1/ref=sr_1_8795?dib=eyJ2IjoiMSJ9.bs0olLmU0u68hAlueu8HzvqbBiGVRGGhD2hOEmG4sXySUvOsX2cCfm7hntZiNl1kH7_0jLY9CJG1mL9f-cW1b7wmH4pCW5lQpNKyGvjvMVA6QlbgvF19kx7Hnx5kCxF24id8-n6bGuys5KHFDESQomCcFqR6_h0XQ7UtSvgx113vE4htI-CCm5Kk0VMZNxPAsok1RfTDRZq-Jq6XYLrapvHwY-0B2gp_T2O_jQ5Vw2Ouim3HaU4DybRs1ClLcVjfWjw5Xopab_aumaWEJ9lRCxdN8RbG4ULzEqbTYuQs_PI.Tq_RH_PSvWuK3TwMnOuf4nX1Z6FJo6uU9EX9vjB02JA&dib_tag=se&qid=1756097654&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8795
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,,True,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brother LC101 3PKS Ink Cartridge - Cyan, Magenta, Yellow - 1 Each in Retail Packing",False,4.5,No Badge,Organic,1,0,0,0.0,3.610647605844363,5.707110264748875,5.4638318050256105,Brother_toner_ink,https://m.media-amazon.com/images/I/51te6Av8GHL._AC_UL320_.jpg,/Brand-New-Brother-Industries-Cartridgesquot/dp/B00PB1HC2C/ref=sr_1_8828?dib=eyJ2IjoiMSJ9.XCqXL2mVdAd5YahPajgWozHzyWtyIuM9Yo_YXoXC2BSiKV7zs4G9FrqBxl1XpBGltdMUJGE5wOznnITEdPT6aLln-DD82bC4zvPJZomTj12ucSIJHUAxt4MFgVbYunVgRazlKV6oiVlrH1x7i7EtZL9c8I9fmqfGtH9FH94YMpRQDCwDhhZ4yk3EcCj_F2HV-Vs3_RIw7zChoW1uvLjslxc2IhXJRxHF7UKCU8yr_ogZcydpQ04rjhZp52w0eDwREQacHfW3T1g_QlQGdQOqUEpLfhn5Mffw4hAYptlxQZQ.PzbpP2mebedCsReeEx57zgDAV2UME9Tft-lxrAv9urM&dib_tag=se&qid=1756097667&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8828
Accessories,cable,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,USB-C to USB-A 2.0,,,,,,M-to-M,,,,,"Amazon Basics 2-Pack USB-C to USB-A 2.0 Fast Charger Cable, 480Mbps Speed, USB-IF Certified, for Apple iPhone 16/15, iPad, Samsung Galaxy, Tablets, Laptops, 1.8 m, Black",False,4.6,No Badge,Organic,1,0,0,0.0,2.2679936482244267,6.2166061010848646,8.897819009510757,Amazon Basics_cable,https://m.media-amazon.com/images/I/71xnnzVBXLL._AC_UL320_.jpg,/Amazon-Basics-Charging-Transfer-Certified/dp/B085S9XQ2M/ref=sr_1_8830?dib=eyJ2IjoiMSJ9.XCqXL2mVdAd5YahPajgWozHzyWtyIuM9Yo_YXoXC2BSiKV7zs4G9FrqBxl1XpBGltdMUJGE5wOznnITEdPT6aLln-DD82bC4zvPJZomTj12ucSIJHUAxt4MFgVbYunVgRazlKV6oiVlrH1x7i7EtZL9c8I9fmqfGtH9FH94YMpRQDCwDhhZ4yk3EcCj_F2HV-Vs3_RIw7zChoW1uvLjslxc2IhXJRxHF7UKCU8yr_ogZcydpQ04rjhZp52w0eDwREQacHfW3T1g_QlQGdQOqUEpLfhn5Mffw4hAYptlxQZQ.PzbpP2mebedCsReeEx57zgDAV2UME9Tft-lxrAv9urM&dib_tag=se&qid=1756097667&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8830
